#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,סגור
DeviceConnectionUpdateAddDestinationUnreachable,אירעה שגיאת תקשורת בעת ניסיון להוסיף את המצלמה.\nייתכן שכתובת ה-IP של המצלמה שייכת למקטע רשת (רשת משנה) שאינה נגישה לשרת.
DeviceConnectionUpdateAddIncompatible,מצלמה זו אינה תואמת לשרת.
DeviceConnectionUpdateModifyCredentialsMessage,בעת הניסיון לשנות את הסיסמה אירעה שגיאת תקשורת.
DeviceConnectionUpdateChangeMessage,בעת הניסיון לשמור את ההגדרות למצלמה אירעה שגיאת תקשורת.
DeviceConnectionUpdateChangeFailoverLevelMessage,בעת הניסיון לשנות את המעבר לגיבוי בעת כשל של המצלמה אירעה שגיאת תקשורת.
DeviceConnectionUpdateChangeConnectionSecurityMessage,בעת הניסיון לשנות את מצב בקרת המצלמה אירעה שגיאת תקשורת.
DeviceConnectionUpdateAddMultiIncompatible,כל המצלמות שנמצאו אינן תואמות לשרת.
DeviceConnectionUpdateAddMultiSomeIncompatible,חלק מהמצלמות שנמצאו אינן תואמות לשרת.
DeviceConnectionUpdateAddMultiSomeAuthFailed,שם המשתמש או הסיסמה היו שגויים עבור אחדות מהמצלמות שנמצאו.
DeviceConnectionUpdateAddMultiNotFound,לא אותרו מצלמות בטווח ה-IP.
DeviceConnectionGenericErrorMessage,אירעה שגיאה במכשיר אחד או יותר. לקבלת מידע נוסף, ראה פרטים.
DeviceConnectionNoServersAvailable,אין שרתים זמינים שהמכשירים שנבחרו יתחברו אליהם.
CancellingDeviceConnectionRequestMessage,מבטל בקשות חיבור של מכשירים...
CancellingDeviceDisconnectRequestMessage,מבטל בקשות ניתוק של מכשירים..
CancellingDeviceChangeRequestMessage,מבטל בקשות נותרות...

ConnectAdvancedTitle,חיפוש מצלמה
ConnectFindTypeLabel,סוג חיפוש:
ConnectFindTypeIpAddressLabel,כתובת IP
ConnectFindTypeIpAddressRangeLabel,טווח כתובת IP
ConnectIpAddressLabel,כתובת IP/שם מארח:
ConnectUriLabel,כתובת URL של הזרמה:
ConnectIpAddressStartLabel,כתובת IP התחלתית:
ConnectIpAddressEndLabel,כתובת IP סופית:
ConnectPortLabel,יציאת בקרה:
ConnectDeviceTypeLabel,סוג מצלמה:
ConnectServerLabel,חיפוש משרת:
ConnectInvalidAddressError,יש להזין כתובת IP או שם מארח חוקיים.
ConnectInvalidUriError,יש להזין כתובת URI חוקית.
ConnectInvalidIpAddressError,יש להזין כתובת IP חוקית.
ConnectInvalidIpAddressRangeError,יש להזין טווח כתובות IP חוקי.
ConnectInvalidServerError,בחר שרת לחיבור המצלמה אליו.
ConnectUsernameLabel,שם משתמש:
ConnectPasswordLabel,סיסמה:

DeviceConnectionDiscoveryWaitOverlayText,מחפש מצלמות...

#################################################
# Setup Strings
#################################################

SystemExplorerDeviceProperties,הגדרות
SystemExplorerDeviceInfo,מאפיינים...
ImageContextMenuCameraProperties,הגדרת מצלמה...
SetupWindowTitleText,הגדרות
CameraSetupNoSelectedDevice,בחר מצלמה או שרת להגדרה.

SetupPanelNoSelection,בחר אתר, שרת או מצלמה להגדרה.
SetupPanelDeviceUpgrading,המצלמה עוברת שדרוג...
SetupPanelMixedServerVersions,חלק מהאפשרויות יהיו מנוטרלות, עד לשדרוג כל השרתים.

SetupPanelDefaultAnalyticChannelName,ערוץ

SetupCategoryClient,לקוח

SetupCategoryDeviceGeneral,כללי
SetupCategoryDeviceImages,וידאו
SetupCategoryDeviceFeatures,קישורים

SetupCategoryServerGeneral,כללי
SetupCategoryServerAdvanced,מתקדם

SetupCategoryClusterGeneral,כללי

#################################################
# Controlset Result strings
#################################################

ServerCommitCommunicationError,אירעה שגיאת תקשורת בעת ניסיון להחיל הגדרות על שרת %1%.
DeviceCommitCommunicationError,אירעה שגיאת תקשורת בעת ניסיון להחיל הגדרות על מצלמה %1%.
DeviceCommitLicenseViolationError,לא נמצא רשיון לתכונה זו.
DeviceCommitLicenseError,הפעלת קלט המיקרופון נכשלה. אין עוד רשיונות זמינים לערוץ מיקרופון.
DeviceCommitSpeakerLicenseError,הפעלת קלט הרמקול נכשלה. אין לך עוד רשיונות זמינים לערוץ רמקול.
DeviceCommitTtxLicenseError,הפעלת קלט ה-POS נכשלה. אין לך עוד רשיונות זמינים לערוץ טרנזקציית POS.
DeviceCommitCameraLicenseError,הפעלת קלט המצלמה נכשלה. אין לך עוד רישיונות זמינים לערוץ מצלמה.
DeviceCommitHdProCamLicenseError,הפעלת קלט המצלמה נכשלה. מהדורת הרשיון שלך אינה מאפשרת חיבור מצלמת High Definition Professional של Avigilon.
DeviceCommitFailoverLicenseError,הפעלת חיבור בהמתנה נכשלה. מהדורת הרשיון שלך אינה מתירה תכונה זו.
DeviceCommitResourceInUseError,אין מספיק משאבים בהתקן '%1%'.
ServerCommitResyncError,השינויים לא הוחלו בשרת %1%, מכיוון שהשרת הופעל מחדש לאחר פתיחת דף ההתקנה. סגור את דף ההתקנה ונסה שוב.
ServerCommitAccessDeniedError,לא ניתן להחיל את השינויים, מכיוון שאינם מסונכרנים עם שרת %1%. סגור את דף ההתקנה ונסה שוב.
ServerCommitNotLoggedInError,לא ניתן להחיל את השינויים, מכיוון שלקוח זה אינו מחובר כעת לשרת %1%.
ServerCommitGeneralError,אירעה שגיאה בעת ניסיון להחיל הגדרות על שרת %1%.
ServerRevertCommunicationError,אירעה שגיאת תקשורת בעת ניסיון להחזיר את ההגדרות של שרת %1% למצב הקודם.
ServerRevertResyncError,לא ניתן להחזיר את השינויים למצב הקודם בשרת %1%, מכיוון שהשרת הופעל מחדש לאחר פתיחת דף ההתקנה. סגור את דף ההתקנה ונסה שוב.
ServerRevertAccessDeniedError,לא ניתן להחזיר את השינויים למצב הקודם, מכיוון שהם אינם מסונכרנים עם שרת %1%. סגור את דף ההתקנה ונסה שוב.
ServerRevertNotLoggedInError,לא ניתן להחזיר את השינויים למצב הקודם, מכיוון שלקוח זה אינו מחובר כעת לשרת %1%.
ServerRevertGeneralError,אירעה שגיאה בעת ניסיון להחזיר את ההגדרות של שרת %1% למצב הקודם.
ClientCommitGeneralError,אירעה שגיאה בעת ניסיון להחיל הגדרות על הלקוח.
ClientRevertGeneralError,אירעה שגיאה בעת ניסיון להחזיר את ההגדרות בלקוח למצב הקודם.
TypesSystemIllegalValidatationError,אימות בלתי חוקי לפריט '%1%' מסוג %2%
TypesSystemValidateTypeMismatch,פריט '%1%' מסוג %2% אינו תואם לסוג הצפוי %3%
TypesSystemBoolValidationFixedVal,הפריט הבוליאני '%1%' הצפוי תיקן את הערך של %2%
TypesSystemStringValidationLength,פריט המחרוזת '%1%' חורג מהאורך המרבי של %2%
TypesSystemNumericValidationMin,הערך '%1%' קטן מהערך המזערי %2%
TypesSystemNumericValidationMax,הערך '%1%' גדול מהערך המרבי של %2%
TypesSystemNumericArrayValidationMinSize,המערך המספרי '%1%' קטן מהגודל המזערי של %2%
TypesSystemNumericArrayValidationMaxSize,המערך המספרי '%1%' גדול מהגודל המרבי של %2%
TypesSystemStringArrayValidationMinSize,מערך המחרוזת '%1%' קטן מהגודל המזערי של %2%
TypesSystemStringArrayValidationMaxSize,מערך המחרוזת '%1%' גדול מהגודל המרבי של %2%
TypesSystemEnumValidationValue,הערך %2% של המונה '%1%' אינו חוקי
TypesSystemCompositeValidationSize,הפריט המרוכב '%1%' אינו מכיל %2% אברים כנדרש
TypesSystemCompositeTypeMismatch,הפריט המרוכב '%1%' כולל סוג לא מתאים באיבר %2%
IpValidateIllegalAddr,כתובת ה-IP ‏%1% אינה חוקית.
IpValidateIllegalMask,המסכה %1% של רשת המשנה של ה-IP אינה חוקית.
IpValidateIllegalTtl,הערך %1% של TTL אינו חוקי.
IpValidateDifferentSubnet,למצלמה מוקצות כתובת IP ומסכת רשת משנה שיגרמו לכך שהמצלמה לא תיראה עוד. האם אתה בטוח שברצונך להמשיך?
IpValidateGatewayDifferentSubnet,שער ברירת המחדל לא נמצא באותו מקטע רשת (רשת משנה) המוגדר על-ידי כתובת ה-IP ומסכת רשת המשנה.
IpValidateIpAlreadyTaken,כתובת ה-IP ‏'%1%' כבר נמצאת בשימוש של התקן אחר ברשת.
IpValidateIllegalGateway,כתובת ה-IP ‏של השער %1% אינה חוקית.
IpValidateIllegalPort,יציאה %1% אינה חוקית.
LogicalDeviceIdAlreadyTaken,המזהה הלוגי כבר נמצא בשימוש של התקן אחר.

RebootRequiredWarning,עליך לאתחל את המכשיר מחדש כדי להחיל את השינויים.
RebootToApplyWarning,ההתקן יאופס כדי להחיל את השינויים. להמשיך?
RelinkRequiredWarning,המכשיר מקושר לערוץ ניתוח וידאו שאינו זמין כרגע. יש לקשר את המכשיר מחדש כדי להחיל את ההגדרות החדשות.

#################################################
# Directory Error Strings
#################################################

DirectoryErrorInvalidItem,נשלח פריט לא חוקי.
DirectoryErrorModifyOnly,לא ניתן להסיר או ליצור פריט, אלא רק לשנותו
DirectoryErrorItemCannotBeModified,לא ניתן לשנות פריט
DirectoryErrorInternalServerError,אירעה שגיאת רשת פנימית.
DirectoryErrorPermission,אין למשתמש מספיק הרשאות לשנות את הפריט.
DirectoryErrorDuplicate,קיים פריט כפול
DirectoryViewCloseByRequest,הצג סגירה בשל בקשת משתמש
DirectoryViewCloseSessionExpired,הצג סגירה בשל תפוגת הפעלה

#################################################
# User Service view request reject strings
#################################################

UserServiceUserAlreadyExists,המשתמש כבר קיים.
UserServiceGroupAlreadyExists,הקבוצה כבר קיימת.
UserServiceNoSuchUser,המשתמש לא קיים.
UserServiceNoSuchGroup,הקבוצה לא קיימת.
UserServiceFieldCannotBeChanged,לא ניתן לשנות את שדה המשתמש.
UserServiceGroupFieldCannotBeChanged,לא ניתן לשנות את השדה 'קבוצה'.
UserServiceIndelibleUser,לא ניתן למחוק את המשתמש.
UserServiceIndelibleGroup,לא ניתן למחוק את הקבוצה.
UserServiceLdapCredentialsInvalid,אישורי Active Directory לא חוקיים.
UserServiceLdapCredentialsAuthFailed,הרשאת Active Directory נכשלה.
UserServiceLdapCredentialsAuthFailedSyncInprogress,לא ניתן להרשות אישורי Active Directory כאשר מתבצע סנכרון.
UserServiceLdapNotLicensed,לא ניתן לעבד את הבקשה, מאחר שאין לאתר רישיון לסינכרון Active Directory.
UserServiceCannotEscalateRank,הדירוג שצוין אינו חוקי.
UserServiceCannotGrantPrivileges,You cannot grant priviledges you do not have.

#################################################
# Apply to Devices Strings
#################################################

ApplyToDevicesFormTitle,החל הגדרות על מצלמות
ApplyToDevicesFormCaption,בחר את המצלמות שעליהן תרצה להחיל את ההגדרות:
ApplyToDevicesNoDevicesAvailableError,אין מצלמות זמינות.\ניתן להחיל את ההגדרות רק על מצלמות עם אותו מספר דגם.
ApplyToDevicesNoDevicesSelectedError,יש לבחור לפחות מצלמה אחת.
ApplyToDevicesSavingMsg,שומר הגדרות...
ApplyToDevicesLockFailedError,לא ניתן לשמור הגדרות אלו מכיוון שמשתמש עורך אותן במחשב אחר.
ApplyToDevicesLoadingFailedError,אירעה שגיאת תקשורת בעת שמירת ההגדרות בשרת.
ApplyToDevicesCommitFailedError,אירעה שגיאה בעת שמירת ההגדרות בשרת.
ApplyToDevicesSuccessMsg,כל ההגדרות נשמרו בהצלחה במצלמות.

#################################################
# Client Setup Strings
#################################################

ClientName,לקוח מקומי


#################################################
# General Setup Strings
#################################################

ClientSetupPageText,כללי
ClientSetupGeneralLabel,כללי:
ClientSetupAutoLoginLabel,כניסה אוטומטית לאתרים:
ClientSetupAutoLoginWindowsLabel,שימוש באימות של Windows
ClientSetupAutoLoginAvigilonLabel,שימוש בשם המשתמש והסיסמה שנשמרו:
ClientSetupAutoLoginAvigilonUserLabel,שם משתמש:
ClientSetupAutoLoginAvigilonPasswordLabel,סיסמה:
ClientSetupSaveViewLayoutLabel,שמור/שחזר פריסת חלונות
ClientSetupOpenFullScreen,הפעל מסך מלא באופן אוטומטי
ClientSetupDisplayNotifications,הודעות תצוגה
ClientSetupGlobalSync,סנכרן הפעלת סרטוני וידאו שהוקלטו
ClientSetupCycleIntervalLabel,זמן התעכבות במחזור:
ClientSetupCycleIntervalSuffix,שניות
ClientSetupBandwidthLabel,רוחב פס נכנס מרבי של לקוח:
ClientSetupBandwidthLAN,לא מוגבל
ClientSetupBandwidthOther,אחר:
ClientSetupBandwidthOtherPostLabel,kbit/s
ClientSetupLocaleLabel,שפה:
ClientSetupLocaleAuto,ברירת מחדל של Windows
ClientSetupLocaleChangeWarning,לפני שהשפה החדשה תיכנס לתוקף, יהיה עליך להפעיל מחדש את Avigilon Control Center Client.
ClientSetupMissingUsername,אם תבחר להשתמש באישורי כניסה שמורים, עליך לציין שם משתמש.
ClientSetupMicrophonePageText,מיקרופון
ClientSetupMicrophoneDuplexLabel,הגדרת שמע דו-כיווני של לקוח:
ClientSetupMicrophoneFullDuplexLabel,דו-כיווני מלא
ClientSetupMicrophoneHalfDuplexLabel,חצי דו-כיווני

ClientSetupNetworkSettings,העבודה ברשת האתר

# NOTE: You can override a locale's default name by adding a string
# named LocaleName_xx, where xx is the language or locale tag
# (en, de, es, en_CA, etc)
# LocaleName_en,English
# LocaleName_en-CA,English (Canadian)

#################################################
# Image Panel Overlays
#################################################

DisplaySetupPageText,תצוגה

#################################################
# Joystick Setup Strings
#################################################

AvigilonJoystickName,מקלדת מקצועית עם ג'ויסטיק בחיבור USB של Avigilon

InputSetupPageText,ג'ויסטיק
InputSetupPageNameLabel,ג'ויסטיק: %1%
InputSetupPageButtonLabel,לחצן %1%
InputSetupPageMirrorLabel,אפשר מצב יד שמאל
InputSetupPageNoInputMessage,אין יחידות ג'ויסטיק זמינות.
InputSetupPageScanNoInputFound,לא זוהו יחידות ג'ויסטיק.
InputSetupPageScanButtonLabel,חיפוש יחידות ג'ויסטיק...
InputSetupPageInstallDriversMessage,יש להתקין מנהלי התקנים כדי שהג'ויסטיק יפעל כהלכה.
InputSetupPageInstallDriversButtonLabel,התקנת מנהלי התקנים
InputSetupPageDriverInstallWaitLabel,מתקין מנהלי התקנים...
InputSetupPageDriverInstallLaunchError,אירעה שגיאה בעת הפעלת מתקין מנהל ההתקן.
