#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Sluiten
DeviceConnectionUpdateAddNotFound,Kan de camera niet vinden.
DeviceConnectionUpdateAddDestinationUnreachable,Er is een communicatiefout opgetreden bij het toevoegen van de camera.\nDe camera heeft mogelijk een IP-adres dat bij een netwerksegment (subnet) hoort waar de server geen toegang toe heeft.
DeviceConnectionUpdateAddIncompatible,Deze camera is niet compatibel met de server.
DeviceConnectionUpdateModifyCredentialsMessage,Er is een communicatiefout opgetreden bij het wijzigen van het wachtwoord.
DeviceConnectionUpdateChangeMessage,Er is een communicatiefout opgetreden bij het opslaan van instellingen op de camera.
DeviceConnectionUpdateChangeFailoverLevelMessage,Er is een communicatiefout opgetreden bij het wijzigen van het failover-niveau van de camera.
DeviceConnectionUpdateChangeConnectionSecurityMessage,Er is een communicatiefout opgetreden bij het wijzigen van de camerabedieningsmodus.
DeviceConnectionUpdateAddMultiIncompatible,Geen van de gevonden camera's was compatibel met de server.
DeviceConnectionUpdateAddMultiSomeIncompatible,Sommige van de gevonden camera's waren niet compatibel met de server.
DeviceConnectionUpdateAddMultiSomeAuthFailed,De gebruikersnaam of het wachtwoord was voor sommige van de gevonden camera's onjuist.
DeviceConnectionUpdateAddMultiNotFound,Kon geen camera's vinden in het IP-bereik.
DeviceConnectionGenericErrorMessage,Er is een fout opgetreden bij een of meerdere apparaten. Zie details voor meer informatie.
DeviceConnectionNoServersAvailable,Er zijn geen servers beschikbaar waarmee de geselecteerde apparaten kunnen verbinden.
CancellingDeviceConnectionRequestMessage,Verbindingsaanvragen van apparaat annuleren...
CancellingDeviceDisconnectRequestMessage,Ontkoppelingsaanvragen van apparaat annuleren...
CancellingDeviceChangeRequestMessage,Resterende verzoeken annuleren…

ConnectAdvancedTitle,Camera zoeken
ConnectFindTypeLabel,Zoektype:
ConnectFindTypeIpAddressLabel,IP-adres
ConnectFindTypeIpAddressRangeLabel,IP-adresbereik
ConnectIpAddressLabel,IP-adres/Hostnaam:
ConnectUriLabel,Stream-URL:
ConnectIpAddressStartLabel,Begin-IP-adres:
ConnectIpAddressEndLabel,Eind-IP-adres:
ConnectPortLabel,Controlepoort:
ConnectDeviceTypeLabel,Cameratype:
ConnectServerLabel,Zoeken van server:
ConnectInvalidAddressError,U moet een geldig IP-adres of een geldige hostnaam invoeren.
ConnectInvalidUriError,U moet een geldige URI invoeren.
ConnectInvalidIpAddressError,U moet een geldig IP-adres invoeren.
ConnectInvalidIpAddressRangeError,U moet een geldig IP-adresbereik opgeven.
ConnectInvalidServerError,Selecteer een server om de camera mee te verbinden.
ConnectUsernameLabel,Gebruikersnaam:
ConnectPasswordLabel,Wachtwoord:

DeviceConnectionDiscoveryWaitOverlayText,Bezig met zoeken naar camera's ...

#################################################
# Setup Strings
#################################################

SystemExplorerDeviceProperties,Installatie
SystemExplorerDeviceInfo,Eigenschappen...
ImageContextMenuCameraProperties,Camera-installatie...
SetupWindowTitleText,Installatie
CameraSetupNoSelectedDevice,Selecteer een camera of server om te installeren.

SetupPanelNoSelection,Selecteer een site, server of camera om te installeren.
SetupPanelDeviceUpgrading,De camera wordt bijgewerkt...
SetupPanelMixedServerVersions,Bepaalde opties worden uitgeschakeld tot alle servers zijn bijgewerkt.

SetupPanelDefaultAnalyticChannelName,Kanaal

SetupCategoryClient,Client

SetupCategoryDeviceGeneral,Algemeen
SetupCategoryDeviceImages,Video
SetupCategoryDeviceFeatures,Koppelingen

SetupCategoryServerGeneral,Algemeen
SetupCategoryServerAdvanced,Geavanceerd

SetupCategoryClusterGeneral,Algemeen

#################################################
# Controlset Result strings
#################################################

ServerCommitCommunicationError,Er is een communicatiefout opgetreden tijdens het instellingen toepassen op server %1%.
DeviceCommitCommunicationError,Er is een communicatiefout opgetreden tijdens het instellingen toepassen op camera %1%.
DeviceCommitLicenseViolationError,Kan geen licentie vinden voor deze functie.
DeviceCommitLicenseError,Kan microfooninvoer niet inschakelen. Er zijn geen microfoonkanaallicenties meer beschikbaar.
DeviceCommitSpeakerLicenseError,Kan de luidsprekerinvoer niet inschakelen. U hebt geen beschikbare licenties meer voor het luidsprekerkanaal.
DeviceCommitTtxLicenseError,Kan de POS-invoer niet inschakelen. U hebt geen beschikbare licenties meer voor het POS-transactiekanaal.
DeviceCommitCameraLicenseError,Kan de camera-invoer niet inschakelen. U hebt geen beschikbare licenties meer voor het camerakanaal.
DeviceCommitHdProCamLicenseError,Kan de camera-invoer niet inschakelen. Uw licentie-editie staat geen Avigilon High Definition Professional-cameraverbindingen toe.
DeviceCommitFailoverLicenseError,Kon geen stand-byverbinding inschakelen. Uw licentie-editie staat deze functie niet toe.
DeviceCommitResourceInUseError,Onvoldoende bronnen op apparaat '%1%'.
ServerCommitResyncError,Wijzigingen konden niet worden toegepast op server %1%, omdat de server opnieuw is opgestart sinds de installatiepagina werd geopend. Sluit de installatiepagina en probeer het opnieuw.
ServerCommitAccessDeniedError,De wijzigingen konden niet worden toegepast, omdat ze niet synchroon zijn met server %1%. Sluit de installatiepagina en probeer het opnieuw.
ServerCommitNotLoggedInError,De wijzigingen konden niet worden toegepast, omdat de client momenteel niet is aangemeld bij server %1%.
ServerCommitGeneralError,Er is een fout opgetreden tijdens het instellingen toepassen op server %1%.
ServerRevertCommunicationError,Er is een communicatiefout opgetreden tijdens het instellingen terugstellen op server %1%.
ServerRevertResyncError,Wijzigingen konden niet worden teruggesteld op server %1%, omdat de server opnieuw is opgestart sinds de installatiepagina werd geopend. Sluit de installatiepagina en probeer het opnieuw.
ServerRevertAccessDeniedError,De wijzigingen konden niet worden teruggesteld, omdat ze niet synchroon zijn met server %1%. Sluit de installatiepagina en probeer het opnieuw.
ServerRevertNotLoggedInError,De wijzigingen konden niet worden teruggesteld, omdat de client momenteel niet is aangemeld bij server %1%.
ServerRevertGeneralError,Er is een fout opgetreden tijdens het instellingen terugstellen op server %1%.
ClientCommitGeneralError,Er is een fout opgetreden bij het instellingen toepassen op de client.
ClientRevertGeneralError,Er is een fout opgetreden tijdens het instellingen terugstellen op de client.
TypesSystemIllegalValidatationError,Ongeldige validatie voor item '%1%' van type %2%
TypesSystemValidateTypeMismatch,Item '%1%' van type %2% komt niet overeen met het verwachte type %3%
TypesSystemBoolValidationFixedVal,Booleaans item '%1%' verwachtte vaste waarde van %2%
TypesSystemStringValidationLength,Tekenreeksitem '%1%' overschrijdt de maximumlengte van %2%
TypesSystemNumericValidationMin,'%1%' waarde is kleiner dan de minimumwaarde %2%
TypesSystemNumericValidationMax,'%1%' waarde is groter dan de maximumwaarde %2%
TypesSystemNumericArrayValidationMinSize,Numerieke matrix '%1%' is kleiner dan de minimumgrootte %2%
TypesSystemNumericArrayValidationMaxSize,Numerieke matrix '%1%' is groter dan de maximumgrootte %2%
TypesSystemStringArrayValidationMinSize,Tekenreeksmatrix '%1%' is kleiner dan de minimumgrootte %2%
TypesSystemStringArrayValidationMaxSize,Tekenreeksmatrix '%1%' is groter dan de maximumgrootte %2%
TypesSystemEnumValidationValue,Enum '%1%'-waarde %2% is geen geldige waarde
TypesSystemCompositeValidationSize,Samengesteld item '%1%' bevat geen %2% leden zoals vereist
TypesSystemCompositeTypeMismatch,Samengesteld item '%1%' bevat een niet-overeenkomend type in lid %2%
IpValidateIllegalAddr,IP-adres %1% is ongeldig.
IpValidateIllegalMask,IP-subnetmasker %1% is ongeldig.
IpValidateIllegalTtl,TTL-waarde %1% is ongeldig.
IpValidateDifferentSubnet,De camera krijgt een IP-adres en subnetmasker toegewezen dat de camera niet meer zichtbaar maakt. Weet u zeker dat u wilt doorgaan?
IpValidateGatewayDifferentSubnet,De standaard-gateway bevindt zich niet op hetzelfde netwerksegment (subnet) dat is gedefinieerd door het IP-adres en subnetmasker.
IpValidateIpAlreadyTaken,Het IP-adres '%1%' wordt al door een ander apparaat op het netwerk gebruikt.
IpValidateIllegalGateway,Het Gateway-IP-adres '%1%' is ongeldig.
IpValidateIllegalPort,Poort %1% is ongeldig.
LogicalDeviceIdAlreadyTaken,De logische id wordt al gebruikt door een ander apparaat.

RebootRequiredWarning,U moet het apparaat opnieuw opstarten om de wijzigingen toe te passen.
RebootToApplyWarning,Apparaat wordt opnieuw opgestart om wijzigingen toe te passen. Doorgaan?
RelinkRequiredWarning,Dit apparaat is gekoppeld aan een videoanalysekanaal dat momenteel niet beschikbaar is. Het apparaat moet opnieuw worden gekoppeld om de nieuwe instellingen toe te passen.

#################################################
# Directory Error Strings
#################################################

DirectoryErrorInvalidItem,Ongeldig item ingediend.
DirectoryErrorModifyOnly,Item kan niet worden verwijderd of gecreëerd, alleen gewijzigd.
DirectoryErrorItemCannotBeModified,Item kan niet worden gewijzigd.
DirectoryErrorInternalServerError,Er is een interne serverfout opgetreden.
DirectoryErrorPermission,De gebruiker heeft onvoldoende rechten om het item toe te wijzigen.
DirectoryErrorDuplicate,Er bestaat een dubbel item
DirectoryViewCloseByRequest,Weergave gesloten op verzoek van gebruiker
DirectoryViewCloseSessionExpired,Weergave gesloten, omdat sessie is verlopen

#################################################
# User Service view request reject strings
#################################################

UserServiceUserAlreadyExists,De gebruiker bestaat al.
UserServiceGroupAlreadyExists,De groep bestaat al.
UserServiceNoSuchUser,De gebruiker bestaat niet.
UserServiceNoSuchGroup,De groep bestaat niet.
UserServiceFieldCannotBeChanged,Het gebruikersveld kan niet worden gewijzigd.
UserServiceGroupFieldCannotBeChanged,Het groepsveld kan niet worden gewijzigd.
UserServiceIndelibleUser,Gebruiker kan niet worden gewist.
UserServiceIndelibleGroup,Groep kan niet worden verwijderd.
UserServiceLdapCredentialsInvalid,Ongeldige Active Directory-referenties.
UserServiceLdapCredentialsAuthFailed,Active Directory-verificatie is mislukt.
UserServiceLdapCredentialsAuthFailedSyncInprogress,Kan Active Directory-referenties niet goedkeuren terwijl synchronisatie wordt uitgevoerd.
UserServiceLdapNotLicensed,Kan het verzoek niet verwerken, omdat de site geen licentie heeft voor Active Directory-synchronisatie.
UserServiceCannotEscalateRank,De opgegeven rang is ongeldig.
UserServiceCannotGrantPrivileges,U kunt geen rechten verlenen die u niet hebt.

#################################################
# Apply to Devices Strings
#################################################

ApplyToDevicesFormTitle,Instellingen op camera's toepassen
ApplyToDevicesFormCaption,Selecteer op welke camera's u de instellingen wilt toepassen:
ApplyToDevicesNoDevicesAvailableError,Geen camera's beschikbaar.\nInstellingen kunnen uitsluitend worden toegepast op camera's met hetzelfde modelnummer.
ApplyToDevicesNoDevicesSelectedError,U moet ten minste één camera selecteren.
ApplyToDevicesSavingMsg,Bezig met instellingen opslaan...
ApplyToDevicesLockFailedError,Deze instellingen konden niet worden opgeslagen, omdat ze door een gebruiker op een andere computer worden bewerkt.
ApplyToDevicesLoadingFailedError,Er is een communicatiefout opgetreden bij het instellingen opslaan op de server.
ApplyToDevicesCommitFailedError,Er is een fout opgetreden bij het instellingen opslaan op de server.
ApplyToDevicesSuccessMsg,Alle instellingen zijn naar de camera's opgeslagen.

#################################################
# Client Setup Strings
#################################################

ClientName,Lokale Client


#################################################
# General Setup Strings
#################################################

ClientSetupPageText,Algemeen
ClientSetupGeneralLabel,Algemeen:
ClientSetupAutoLoginLabel,Automatisch aanmelden bij sites:
ClientSetupAutoLoginWindowsLabel,Windows-verificatie gebruiken
ClientSetupAutoLoginAvigilonLabel,Opgeslagen gebruikersnaam en wachtwoord gebruiken:
ClientSetupAutoLoginAvigilonUserLabel,Gebruikersnaam:
ClientSetupAutoLoginAvigilonPasswordLabel,Wachtwoord:
ClientSetupSaveViewLayoutLabel,Vensterlay-out opslaan/herstellen
ClientSetupOpenFullScreen,Automatisch volledig scherm starten
ClientSetupDisplayNotifications,Meldingen weergeven
ClientSetupGlobalSync,Synchroniseren van afspelen geregistreerde beelden
ClientSetupCycleIntervalLabel,Cyclus dwell-tijd:
ClientSetupCycleIntervalSuffix,seconden
ClientSetupBandwidthLabel,Maximum binnenkomende clientbandbreedte:
ClientSetupBandwidthLAN,Onbeperkt
ClientSetupBandwidthOther,Ander:
ClientSetupBandwidthOtherPostLabel,kbit/s
ClientSetupLocaleLabel,Taal:
ClientSetupLocaleAuto,Windows-standaardinstelling
ClientSetupLocaleChangeWarning,U moet Avigilon Control Center Client opnieuw opstarten voordat de nieuwe taal van kracht wordt.
ClientSetupMissingUsername,U moet een gebruikersnaam opgeven als u opgeslagen aanmeldreferenties wilt gebruiken.
ClientSetupMicrophonePageText,Microfoon
ClientSetupMicrophoneDuplexLabel,Duplex-audio-instelling van client:
ClientSetupMicrophoneFullDuplexLabel,Volledige duplex
ClientSetupMicrophoneHalfDuplexLabel,Half-duplex

ClientSetupNetworkSettings,Site-netwerken

# NOTE: You can override a locale's default name by adding a string
# named LocaleName_xx, where xx is the language or locale tag
# (en, de, es, en_CA, etc)
# LocaleName_en,English
# LocaleName_en-CA,English (Canadian)

#################################################
# Image Panel Overlays
#################################################

DisplaySetupPageText,Weergeven

#################################################
# Joystick Setup Strings
#################################################

AvigilonJoystickName,Avigilon USB Professional joysticktoetsenbord

InputSetupPageText,Joystick
InputSetupPageNameLabel,Joystick: %1%
InputSetupPageButtonLabel,Knop %1%
InputSetupPageMirrorLabel,Linkshandige modus inschakelen
InputSetupPageNoInputMessage,Er zijn geen joysticks beschikbaar.
InputSetupPageScanNoInputFound,Er zijn geen joysticks gevonden.
InputSetupPageScanButtonLabel,Joysticks zoeken...
InputSetupPageInstallDriversMessage,Er moeten stuurprogramma's worden geïnstalleerd om deze joystick goed te laten werken.
InputSetupPageInstallDriversButtonLabel,Stuurprogramma's installeren
InputSetupPageDriverInstallWaitLabel,Bezig met stuurprogramma's installeren...
InputSetupPageDriverInstallLaunchError,Er is een fout opgetreden bij het uitvoeren van het installatieprogramma van het stuurprogramma.
InputSetupPageDriverInstallNotAdminError,U moet als beheerder zijn aangemeld om stuurprogramma's voor joysticks te kunnen installeren.
InputSetupPageDriverInstallError,Er is een fout opgetreden bij het uitvoeren van het installatieprogramma van het stuurprogramma.

InputActionNone,Geen
InputActionPlayPause,Opgenomen: Afspelen/Pauze
InputActionPlay,Afspelen
InputActionPause,Pauze
InputActionFwdOneFrame,Opgenomen: Eén frame vooruit
InputActionBackOneFrame,Opgenomen: Eén frame achteruit
InputActionFwdOneSecond,Opgenomen: Eén seconde vooruit
InputActionBackOneSecond,Opgenomen: Eén seconde achteruit
InputActionFwdFiveSeconds,Opgenomen: Vijf seconden vooruit
InputActionBackFiveSeconds,Opgenomen: Vijf seconden achteruit
InputActionNextWindow,Algemeen: Volgende venster weergeven
InputActionPreviousWindow,Algemeen: Vorige venster weergeven
InputActionNextTab,Algemeen: Volgende weergave weergeven
InputActionPreviousTab,Algemeen: Vorige weergave weergeven
InputActionNextView,Algemeen: Volgende beeldenpaneel weergeven
InputActionPreviousView,Algemeen: Vorige beeldenpaneel weergeven
InputActionSnapshot,Algemeen: Momentopname opslaan
InputActionToggleFullScreen,Algemeen: Wisselen naar volledig scherm
InputActionLayout1,Lay-out 1
InputActionLayout2,Lay-out 2
InputActionLayout3,Lay-out 3
InputActionLayout4,Lay-out 4
InputActionLayout5,Lay-out 5
InputActionLayout6,Lay-out 6
InputActionLayout7,Lay-out 7
InputActionLayout8,Lay-out 8
InputActionLayout9,Lay-out 9
InputActionLayout10,Lay-out 0
InputActionLayoutNext,Lay-out: Volgende type
InputActionLayoutPrevious,Lay-out: Vorige type
InputActionToggleListen,Algemeen: Luisteren/Dempen
InputActionSpeak,Algemeen: Drukken om te spreken
InputActionToggleManualRecording,Algemeen: Handmatig opnemen starten/stoppen
InputActionPtzPresetGo,PTZ: Ga naar voorinstelling %1%
InputActionPtzPatternRun,PTZ: Patroon %1% uitvoeren
InputActionPtzAuxRun,PTZ: Aux %1% starten
InputActionPtzAuxStop,PTZ: Aux %1% stoppen
InputActionPtzOpenIris,PTZ: Iris openen
InputActionPtzCloseIris,PTZ: Iris sluiten
InputActionPtzFocusNear,PTZ: Dichtbij scherpstellen
InputActionPtzFocusFar,PTZ: Ver scherpstellen
InputActionPtzToggleMenu,PTZ: Menu wisselen
InputActionInstantReplay30,Opnieuw afspelen: 30 seconden
InputActionInstantReplay60,Opnieuw afspelen: 60 seconden
InputActionInstantReplay90,Opnieuw afspelen: 90 seconden


#################################################
# Export Settings Setup Strings
#################################################
WebExportPanelTitle,Video exporteren
WebExportPanelInProgress,Exports worden uitgevoerd
WebExportPanelNotInProgress,Er worden geen exports uitgevoerd
WebExportPanelProgress,Voortgang
