#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Kapat
DeviceConnectionLicenseMessageFailover,Kontrol Merkezi Sunucu lisansı, üstlenme bağlantılarına izin vermiyor.
DeviceConnectionLicenseMessageHDPro,Control Center Server lisansı HD Pro kamera bağlantılarına izin vermiyor.
DeviceConnectionUpdateConnectMessage,Kamerayı bağlamaya çalışırken bir iletişim hatası oluştu.
DeviceConnectionUpdateConnectIncompatible,Bu kamera sunucuyla uyumlu değil.
DeviceConnectionUpdateConnectResourceInUse,Bu kamera zaten başka bir sunucuya bağlı.
DeviceConnectionUpdateConnectInsufficientResources,Sunucuda, daha fazla kamera bağlamak için yeterli bellek yok.
DeviceConnectionUpdateConnectAlreadyExists,Bu IP adresindeki bir kamera zaten sunucuya bağlı.\nBu kamerayı bağlamadan önce kamera %1%'i/ı sunucudan ayırın.
DeviceConnectionUpdateConnectAlreadyExistsNoDevice,Bu IP adresindeki bir kamera zaten sunucuya bağlı.
DeviceConnectionUpdateConnectDestinationUnreachable,Kamerayı bağlamaya çalışırken bir iletişim hatası oluştu.\nKameranın sunucu tarafından erişilemeyen bir ağ segmentine (alt ağ) ait bir IP adresi olabilir.
DeviceConnectionUpdateConnectAccessDenied,Kamera bağlantısı başarılıydı. Kamera daha önceden tanımlanmış erişim hakları nedeniyle devreye giremiyor olabilir. 
DeviceConnectionUpdateDisconnectMessage,Kamera bağlantısı kesilmeye çalışılırken iletişim hatası oluştu.
DeviceConnectionUpdateAddMessage,Kamera eklenmeye çalışılırken iletişim hatası oluştu.
DeviceConnectionUpdateAddNotFound,Kamera bulunamıyor.
DeviceConnectionUpdateAddDestinationUnreachable,Kamerayı eklemeye çalışırken bir iletişim hatası oluştu.\nKameranın sunucu tarafından erişilemeyen bir ağ segmentine (alt ağ) ait bir IP adresi olabilir.
DeviceConnectionUpdateAddIncompatible,Bu kamera sunucuyla uyumlu değil.
DeviceConnectionUpdateModifyCredentialsMessage,Şifre değiştirilmeye çalışılırken iletişim hatası oluştu.
DeviceConnectionUpdateChangeMessage,Ayarlar kameraya kaydedilmeye çalışılırken iletişim hatası oluştu.
DeviceConnectionUpdateChangeFailoverLevelMessage,Kameranın hata kurtarma düzeyi değiştirilmeye çalışılırken iletişim hatası oluştu.
DeviceConnectionUpdateChangeConnectionSecurityMessage,Kameranın kontrol modu değiştirilmeye çalışılırken iletişim hatası oluştu.
DeviceConnectionUpdateAddMultiIncompatible,Bulunan kameraların hiçbiri sunucuyla uyumlu değil.
DeviceConnectionUpdateAddMultiSomeIncompatible,Bulunan bazı kameralar sunucuyla uyumlu değil.
DeviceConnectionUpdateAddMultiSomeAuthFailed,Bulunan kameraların bazıları için kullanıcı adı veya parolası yanlış.
DeviceConnectionUpdateAddMultiNotFound,IP menzilinde hiçbir kamera bulunamadı.
DeviceConnectionGenericErrorMessage,Bir veya daha fazla cihazda hata oluştu. Daha fazla bilgi için ayrıntılara bakın.
DeviceConnectionNoServersAvailable,Seçilen cihazların bağlanacağı kullanılabilir sunucu yok.
CancellingDeviceConnectionRequestMessage,Cihaz bağlanma istekleri iptal ediliyor...
CancellingDeviceDisconnectRequestMessage,Cihaz bağlantısını kesme istekleri iptal ediliyor...
CancellingDeviceChangeRequestMessage,Kalan istekler iptal ediliyor…

ConnectAdvancedTitle,Kamera Bul
ConnectFindTypeLabel,Arama Tipi:
ConnectFindTypeIpAddressLabel,IP Adresi
ConnectFindTypeIpAddressRangeLabel,IP Adresi Aralığı
ConnectIpAddressLabel,IP Adresi/Ana Bilgisayar:
ConnectUriLabel,Akış URL:
ConnectIpAddressStartLabel,Başlangıç IP Adresi:
ConnectIpAddressEndLabel,Bitiş IP Adresi:
ConnectPortLabel,Kontrol Portu:
ConnectDeviceTypeLabel,Kamera Tipi:
ConnectServerLabel,Sunucudan Arama Yap:
ConnectInvalidAddressError,Geçerli bir IP adresi veya ana bilgisayar adı girilmelidir.
ConnectInvalidUriError,Geçerli bir başlangıç IP adresi girilmelidir.
ConnectInvalidIpAddressError,Geçerli bir IP adresi girilmeli.
ConnectInvalidIpAddressRangeError,Geçerli bir IP adresi aralığı belirtilmeli.
ConnectInvalidServerError,Lütfen kamerayı bağlamak için bir sunucu seçin.
ConnectUsernameLabel,Kullanıcı Adı:
ConnectPasswordLabel,Parola:

DeviceConnectionDiscoveryWaitOverlayText,Kameralar aranıyor...

#################################################
# Setup Strings
#################################################

SystemExplorerDeviceProperties,Ayarlar
SystemExplorerDeviceInfo,Özellikler...
ImageContextMenuCameraProperties,Kamera Ayarları...
SetupWindowTitleText,Ayarlar
CameraSetupNoSelectedDevice,Ayarlar için bir kamera veya sunucu seçin.

SetupPanelNoSelection,Ayarlar için bir site, sunucu veya kamera seçin.
SetupPanelDeviceUpgrading,Kamera yazılımı yükseltiliyor...
SetupPanelMixedServerVersions,Tüm sunucular yükseltilene dek bazı opsiyonlar devre dışı bırakılır.

SetupPanelDefaultAnalyticChannelName,Kanal

SetupCategoryClient,İstemci

SetupCategoryDeviceGeneral,Genel
SetupCategoryDeviceImages,Video
SetupCategoryDeviceFeatures,Bağlantılar

SetupCategoryServerGeneral,Genel
SetupCategoryServerAdvanced,Gelişmiş

SetupCategoryClusterGeneral,Genel

#################################################
# Controlset Result strings
#################################################

ServerCommitCommunicationError,Ayarları sunucu %1%'a/e uygulamayı denerken bir iletişim hatası oluştu.
DeviceCommitCommunicationError,Ayarları kamera %1%'a/e uygulamayı denerken bir iletişim hatası oluştu.
DeviceCommitLicenseViolationError,Bu özellik için lisans bulunamadı.
DeviceCommitLicenseError,Mikrofon girişini etkinleştirme başarısız oldu. Kullanılabilir Mikrofon Kanalı lisansı kalmamıştır.
DeviceCommitSpeakerLicenseError,Hoparlör girişini etkinleştirme başarısız oldu. Kullanılabilir Hoparlör Kanalı lisansınız bulunmamaktadır.
DeviceCommitTtxLicenseError,POS girişini etkinleştirme başarısız oldu. Kullanılabilir POS İşlemi Kanalı lisansınız bulunmamaktadır.
DeviceCommitCameraLicenseError,Kamera girişini etkinleştirme başarısız oldu. Kullanılabilir Kamera Kanalı lisansınız bulunmamaktadır.
DeviceCommitHdProCamLicenseError,Kamera girişini etkinleştirme başarısız oldu. Lisans sürümünüz Avigilon Yüksek Tanımlı Profesyonel kamera bağlantılarına izin vermiyor.
DeviceCommitFailoverLicenseError,Bekleme bağlantısı etkinleştirme başarısız oldu. Lisans sürümünüz bu özelliğe izin vermiyor.
DeviceCommitResourceInUseError,Cihaz '%1%'da/de yeterli kaynak yok.
ServerCommitResyncError,Kurulum sayfası açıldığından beri sunucu tekrar başlatılmadığı için, değişiklikler sunucu %1%'a/e uygulanamadı. Lütfen kurulum sayfasını kapatın ve tekrar deneyin.
ServerCommitAccessDeniedError,Sunucu %1% ile uyumsuz oldukları için, değişiklikler uygulanamadı. Lütfen kurulum sayfasını kapatın ve tekrar deneyin.
ServerCommitNotLoggedInError,Bu istemci sunucu %1%'da/de oturum açmış olmadığı için, değişiklikler uygulanamadı.
ServerCommitGeneralError,Ayarları sunucu %1%'a/e uygulamayı denerken bir hata oluştu.
ServerRevertCommunicationError,Sunucu %1%'daki/deki ayarları geri döndürmeyi denerken bir iletişim hatası oluştu.
ServerRevertResyncError,Kurulum sayfası açıldığından beri sunucu tekrar başlatılmadığı için, sunucu %1%'da/de değişiklikler geri döndürülemedi. Lütfen kurulum sayfasını kapatın ve tekrar deneyin.
ServerRevertAccessDeniedError,Sunucu %1% ile uyumsuz oldukları için, değişiklikler geri döndürülemedi. Lütfen kurulum sayfasını kapatın ve tekrar deneyin.
ServerRevertNotLoggedInError,Bu istemci sunucu %1%'da/de oturum açmış olmadığı için, değişiklikler geri döndürülemedi.
ServerRevertGeneralError,Sunucu %1%'daki/deki ayarları geri döndürmeyi denerken bir hata oluştu.
ClientCommitGeneralError,İstemciye ayarları uygulamayı denerken bir hata oluştu.
ClientRevertGeneralError,İstemcideki ayarları geri döndürmeyi denerken bir hata oluştu.
TypesSystemIllegalValidatationError,Tip %2%'nın/nin '%1%'. kalemi için illegal onaylama
TypesSystemValidateTypeMismatch,Tip %2%'nın/nin '%1%'. kalemi beklenen tip %3% ile eşleşmiyor
TypesSystemBoolValidationFixedVal,'%1%' bool kalemi %2% beklenen sabit değeri
TypesSystemStringValidationLength,Dize kalemi '%1%', %2% değerindeki maksimum uzunluğu aşıyor
TypesSystemNumericValidationMin,%1%' değeri %2% minimum değerinden az
TypesSystemNumericValidationMax,%1%' değeri %2% maksimum değerinden fazla
TypesSystemNumericArrayValidationMinSize,%1%' numerik dizisi %2% değerindeki minimum boyutdan küçük
TypesSystemNumericArrayValidationMaxSize,%1%' numerik dizisi %2% değerindeki maksimum boyutdan fazla
TypesSystemStringArrayValidationMinSize,%1%' dize dizisi %2% değerindeki minimum boyutdan küçük
TypesSystemStringArrayValidationMaxSize,%1%' dize dizisi %2% değerindeki maksimum boyutdan fazla
TypesSystemEnumValidationValue,Enum '%1%' değeri %2% legal bir değer değil
TypesSystemCompositeValidationSize,Kompozit kalem '%1%' gereken şekilde %2% üyelerini içermiyor
TypesSystemCompositeTypeMismatch,Kompozit kalem '%1%' üye %2%'da/de bir tip uymazlığı içeriyor
IpValidateIllegalAddr,IP adresi %1% illegal.
IpValidateIllegalMask,IP alt ağ adresi %1% illegal.
IpValidateIllegalTtl,TTL değeri %1% illegal.
IpValidateDifferentSubnet,Kamera, kameranın görünür olmasını engelleyecek bir IP adresine ve alt ağ maskesine atanmıştır. Devam etmek istediğinizden emin misiniz?
IpValidateGatewayDifferentSubnet,Varsayılan ağ geçidi IP adresi ve alt ağ maskesi tarafından tanımlanan aynı ağ segmenti (alt ağ) üzerinde değildir.
IpValidateIpAlreadyTaken,IP adresi '%1%' ağ üzerindeki başka bir cihaz tarafından kullanılmaktadır.
IpValidateIllegalGateway,Ağ geçidi IP adresi '%1%' geçersizdir.
IpValidateIllegalPort,Port %1% illegal.
LogicalDeviceIdAlreadyTaken,Lojik kimlik başka bir cihaz tarafından kullanılmaktadır.

RebootRequiredWarning,Değişikliklerin geçerli olması için cihazı yeniden başlatmanız gerekir.
RebootToApplyWarning,Değişikliklerin geçerli olması için cihaz yeniden başlatılacak. Devam edilsin mi?
RelinkRequiredWarning,Bu cihaz, halen kullanılamayan bir video analiz kanalına bağlı. Yeni ayarları uygulamak için cihaz yeniden bağlanmalıdır.

#################################################
# Directory Error Strings
#################################################

DirectoryErrorInvalidItem,Geçersiz kalem sunuldu.
DirectoryErrorModifyOnly,Kalem kaldırılamaz veya oluşturulamaz, sadece değişiklik yapılabilir
DirectoryErrorItemCannotBeModified,Kalemde değişiklik yapılamaz
DirectoryErrorInternalServerError,Dahili sunucu hatası oluştu.
DirectoryErrorPermission,Kullanıcının kalemde değişiklik yapmak için izni bulunmamaktadır.
DirectoryErrorDuplicate,Çifte kalem mevcut
DirectoryViewCloseByRequest,Görünüm kullanıcı istemiyle kapatıldı
DirectoryViewCloseSessionExpired,Görünüm oturumun sona ermesiyle kapatıldı

#################################################
# User Service view request reject strings
#################################################

UserServiceUserAlreadyExists,Kullanıcı zaten mevcuttur.
UserServiceGroupAlreadyExists,Grup zaten mevcuttur.
UserServiceNoSuchUser,Kullanıcı mevcut değildir.
UserServiceNoSuchGroup,Grup mevcut değildir.
UserServiceFieldCannotBeChanged,Kullanıcı alanında değişiklik yapılamaz.
UserServiceGroupFieldCannotBeChanged,Grup alanında değişiklik yapılamaz.
UserServiceIndelibleUser,Kullanıcı silinemez.
UserServiceIndelibleGroup,Grup silinemez.
UserServiceLdapCredentialsInvalid,Geçersiz Active Directory kimlik bilgileri.
UserServiceLdapCredentialsAuthFailed,Active Directory otorizasyonu başarısız oldu.
UserServiceLdapCredentialsAuthFailedSyncInprogress,Senkronizasyon işlemi sürerken Active Directory kimlik bilgileri onaylanamıyor.
UserServiceLdapNotLicensed,Talep işleme konamıyor çünkü sitenin Active Directory senkronizasyonu için lisansı yok.
UserServiceCannotEscalateRank,Belirtilen derece geçersizdir.
UserServiceCannotGrantPrivileges,Sahip olmadığınız öncelikleri veremezsiniz.

#################################################
# Apply to Devices Strings
#################################################

ApplyToDevicesFormTitle,Ayarları Kameralara Uygula
ApplyToDevicesFormCaption,Ayarları uygulamak istediğiniz kameraları seçin:
ApplyToDevicesNoDevicesAvailableError,Hiçbir kamera mevcut değil.\nAyarlar sadece aynı model numarasına sahip kameralara uygulanabilir.
ApplyToDevicesNoDevicesSelectedError,En az bir kamera seçilmelidir.
ApplyToDevicesSavingMsg,Ayarları kaydediyor...
ApplyToDevicesLockFailedError,Bu ayarlar başka bir bilgisayardaki bir kullanıcı tarafından düzenlenmekte oldukları için kaydedilemezler.
ApplyToDevicesLoadingFailedError,Ayarları sunucuya kaydederken bir iletişim hatası oluştu.
ApplyToDevicesCommitFailedError,Ayarları sunucuya kaydederken bir hata oluştu.
ApplyToDevicesSuccessMsg,Tüm ayarlar kameralara başarıyla kaydedildi.

#################################################
# Client Setup Strings
#################################################

ClientName,Yerel İstemci


#################################################
# General Setup Strings
#################################################

ClientSetupPageText,Genel
ClientSetupGeneralLabel,Genel:
ClientSetupAutoLoginLabel,Sitelerde otomatik olarak oturum aç:
ClientSetupAutoLoginWindowsLabel,Windows Kimlik Doğrulaması kullanılıyor
ClientSetupAutoLoginAvigilonLabel,Kaydedilen kullanıcı adı ve parolası kullanılıyor:
ClientSetupAutoLoginAvigilonUserLabel,Kullanıcı Adı:
ClientSetupAutoLoginAvigilonPasswordLabel,Parola:
ClientSetupSaveViewLayoutLabel,Pencere düzenini kaydet/geri yükle
ClientSetupOpenFullScreen,Otomatik olarak tam ekran başlat
ClientSetupDisplayNotifications,Gösterge Bildirimleri
ClientSetupGlobalSync,Kayıtlı video oynatmayı senkronize et
ClientSetupCycleIntervalLabel,Döngü bekleme süresi:
ClientSetupCycleIntervalSuffix,saniye
ClientSetupBandwidthLabel,Gelen İstemci Maksimum Bant Genişliği:
ClientSetupBandwidthLAN,Sınırsız
ClientSetupBandwidthOther,Diğer:
ClientSetupBandwidthOtherPostLabel,kbit/s
ClientSetupLocaleLabel,Dil:
ClientSetupLocaleAuto,Windows Varsayılan
ClientSetupLocaleChangeWarning,Yeni dilin etkin hale gelmesi için Avigilon Kontrol Merkezi Arayüzünü tekrar başlatmanız gerekmektedir.
ClientSetupMissingUsername,Kaydedilmiş oturum açma kimlik bilgilerini kullanmayı tercih ederseniz, bir kullanıcı adı belirtmelisiniz.
ClientSetupMicrophonePageText,Mikrofon
ClientSetupMicrophoneDuplexLabel,İstemci Çift Yönlü Ses Ayarı:
ClientSetupMicrophoneFullDuplexLabel,İki Yönlü
ClientSetupMicrophoneHalfDuplexLabel,Tek Yönlü

ClientSetupNetworkSettings,Site Ağı Oluşturma

# NOTE: You can override a locale's default name by adding a string
# named LocaleName_xx, where xx is the language or locale tag
# (en, de, es, en_CA, etc)
# LocaleName_en,English
# LocaleName_en-CA,English (Canadian)

#################################################
# Image Panel Overlays
#################################################

DisplaySetupPageText,Gösterge

#################################################
# Joystick Setup Strings
#################################################

AvigilonJoystickName,Avigilon USB Profesyonel Joystick Klavye

InputSetupPageText,Joystick
InputSetupPageNameLabel,Joystick: %1%
InputSetupPageButtonLabel,%1% Düğmesi
InputSetupPageMirrorLabel,Sol el modunu devreye sok
InputSetupPageNoInputMessage,Uygun joystick yok.
InputSetupPageScanNoInputFound,joystick algılanmadı.
InputSetupPageScanButtonLabel,Joystickler için tarama yap...
InputSetupPageInstallDriversMessage,Bu joystick'in düzgün şekilde çalışması için sürücüler kurulmalıdır.
InputSetupPageInstallDriversButtonLabel,Sürücüleri kur
InputSetupPageDriverInstallWaitLabel,Sürücüler kuruluyor...
InputSetupPageDriverInstallLaunchError,Sürücü kurucusunu çalıştırırken bir hata oluştu.
InputSetupPageDriverInstallNotAdminError,Joystick sürücülerini kurarken Yönetici olarak oturum açmış olmalısınız.
InputSetupPageDriverInstallError,Sürücü kurucusunu çalıştırırken bir hata oluştu.

InputActionNone,Yok
InputActionPlayPause,Kayıtlı: Oynat/Duraklat
InputActionPlay,Oynat
InputActionPause,Duraklat
InputActionFwdOneFrame,Kayıtlı: Bir Çerçeve İleri
InputActionBackOneFrame,Kayıtlı: Bir Çerçeve Geri
InputActionFwdOneSecond,Kayıtlı: Bir Saniye İleri
InputActionBackOneSecond,Kayıtlı: Bir Saniye Geri
InputActionFwdFiveSeconds,Kayıtlı: Beş Saniye İleri
InputActionBackFiveSeconds,Kayıtlı: Beş Saniye Geri
InputActionNextWindow,Genel: Sonraki Pencereyi Göster
InputActionPreviousWindow,Genel: Önceki Pencereyi Göster
InputActionNextTab,Genel: Sonraki görünüşü Göster
InputActionPreviousTab,Genel: Önceki görünüşü Göster
InputActionNextView,Genel: Sonraki Görüntü Panelini Göster
InputActionPreviousView,Genel: Önceki Görüntü Panelini Göster
InputActionSnapshot,Genel: Fotoğraf kaydet
InputActionToggleFullScreen,Genel: Tam Ekrana Geç
InputActionLayout1,Düzen 1
InputActionLayout2,Düzen 2
InputActionLayout3,Düzen 3
InputActionLayout4,Düzen 4
InputActionLayout5,Düzen 5
InputActionLayout6,Düzen 6
InputActionLayout7,Düzen 7
InputActionLayout8,Düzen 8
InputActionLayout9,Düzen 9
InputActionLayout10,Düzen 0
InputActionLayoutNext,Düzen: Sonraki Tür
InputActionLayoutPrevious,Düzen: Önceki Tür
InputActionToggleListen,Genel: Dinle/Sessiz
InputActionSpeak,Genel: Bas-konuş
InputActionToggleManualRecording,Genel: Manuel Kaydetmeyi Başlat/Durdur
InputActionPtzPresetGo,PTZ: %1% ön ayarına git
InputActionPtzPatternRun,PTZ: %1% patternini çalıştır
InputActionPtzAuxRun,PTZ: %1% harici başlat
InputActionPtzAuxStop,PTZ: %1% harici durdur
InputActionPtzOpenIris,PTZ: İrisi aç
InputActionPtzCloseIris,PTZ: İrisi kapat
InputActionPtzFocusNear,PTZ: Yakına odakla
InputActionPtzFocusFar,PTZ: Uzağa odakla
InputActionPtzToggleMenu,PTZ: Menü Değiştir
InputActionInstantReplay30,Tekrar oynat: 30 saniye
InputActionInstantReplay60,Tekrar oynat: 60 saniye
InputActionInstantReplay90,Tekrar oynat: 90 saniye


#################################################
# Export Settings Setup Strings
#################################################
WebExportPanelTitle,Videoyu Dışa Aktar
WebExportPanelInProgress,Dışa Aktarma İşlemi Devam Ediyor
WebExportPanelNotInProgress,Devam eden bir dışa aktarma işlemi yok
WebExportPanelProgress,İlerleme durumu


#################################################
# Import Settings Setup Strings
#################################################


#################################################
# Device Recording Setup Strings
#################################################

DeviceRecordingSetupText,Manuel Kaydetme
DeviceRecordingManualTimeLabel,Manuel Kaydetme Süresi:
DeviceRecordingManualTimePostLabel,dakika
DeviceRecordingManualPreTimeLabel,Ön Tetikleme Kayıt Süresi:
DeviceRecordingManualPreTimePostLabel,saniye

#################################################
# Server Setup Strings
#################################################

SetupWindowServerVersionText,Sunucu Sürümü:
SetupPageFormText,%1% - %2%
SetupPageLoadingText,Ayarlar yükleniyor...
SetupPageLoadingFailedText,Sunucudan ayarlar yüklenirken bir iletişim hatası oluştu.
SetupPageLocksAcquired,Bu ayarlar başka bir bilgisayardaki bir kullanıcı tarafından düzenlenmekte oldukları için düzenlenemezler.
SetupPageSavingText,Ayarları kaydediyor...
