#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Luk
DeviceConnectionUpdateAddMultiIncompatible,Alle kameraerne er ikke kompatibel med serveren.
DeviceConnectionUpdateAddMultiSomeIncompatible,Nogle kameraer er ikke kompatibel med serveren.
DeviceConnectionUpdateAddMultiSomeAuthFailed,Brugernavn eller adgangskode var ukorrekt for nogle af de fundne kameraer.
DeviceConnectionUpdateAddMultiNotFound,Der blev ikke fundet noget kamera i IP-området.
DeviceConnectionGenericErrorMessage,Der opstod en fejl i en eller flere enheder. Se detaljerne for at få flere oplysninger.
DeviceConnectionNoServersAvailable,Der er ingen servere tilgængelig, som de valgte enheder kan oprette forbindelse til.
CancellingDeviceConnectionRequestMessage,Annullerer anmodninger om enhedsforbindelse...
CancellingDeviceDisconnectRequestMessage,Annullerer anmodninger om afbrydelse af enhedsforbindelse...
CancellingDeviceChangeRequestMessage,Annullerer resterende anmodninger…

ConnectAdvancedTitle,Find kamera
ConnectFindTypeLabel,Søge efter type:
ConnectFindTypeIpAddressLabel,IP-adresse
ConnectFindTypeIpAddressRangeLabel,Område for IP-adresse
ConnectIpAddressLabel,IP-adresse/Værtsnavn:
ConnectUriLabel,Stream URL:
ConnectIpAddressStartLabel,Start IP-adresse:
ConnectIpAddressEndLabel,Slut IP-adresse:
ConnectPortLabel,Kontrolport:
ConnectDeviceTypeLabel,Kameratype:
ConnectServerLabel,Søg fra server:
ConnectInvalidAddressError,En gyldig IP-adresse eller værtsnavn skal indtastes.
ConnectInvalidUriError,En gyldig URI skal indtastes.
ConnectInvalidIpAddressError,Der skal angives en gyldig IP-adresse.
ConnectInvalidIpAddressRangeError,Der skal angives et gyldigt IP-adresseinterval.
ConnectInvalidServerError,Vælg en server kameraet skal forbindes til.
ConnectUsernameLabel,Brugernavn:
ConnectPasswordLabel,Adgangskode:

DeviceConnectionDiscoveryWaitOverlayText,Søger efter kameraer...

#################################################
# Setup Strings
#################################################

SystemExplorerDeviceProperties,Opsætning
SystemExplorerDeviceInfo,Egenskaber...
ImageContextMenuCameraProperties,Kameraopsætning...
SetupWindowTitleText,Opsætning
CameraSetupNoSelectedDevice,Vælg et kamera eller en server for opsætning.

SetupPanelNoSelection,Vælg et site, en server eller kamera til opsætning.
SetupPanelDeviceUpgrading,Kamera opgraderes...
SetupPanelMixedServerVersions,Nogle funktioner vil være deaktiverede, indtil alle servere er blevet opgraderet.

SetupPanelDefaultAnalyticChannelName,Kanal

SetupCategoryClient,Client

SetupCategoryDeviceGeneral,Generelt
SetupCategoryDeviceImages,Video
SetupCategoryDeviceFeatures,Links

SetupCategoryServerGeneral,Generelt
SetupCategoryServerAdvanced,Avanceret

SetupCategoryClusterGeneral,Generelt

#################################################
# Controlset Result strings
#################################################

ServerCommitCommunicationError,Der opstod en kommunikationsfejl under forsøg på at anvende indstillinger på server %1%.
DeviceCommitCommunicationError,Der opstod en kommunikationsfejl under forsøg på at anvende indstillinger på kamera %1%.
DeviceCommitLicenseViolationError,Der blev ikke fundet nogen licens for denne funktion.
DeviceCommitLicenseError,Mikrofonudgang kunne ikke aktiveres. Der er ikke mere nogen licens tilgængelig for mikrofonkanal.
DeviceCommitSpeakerLicenseError,Højtaler udgang kunne ikke aktiveres. Du har ikke mere nogen licens tilgængelig for højtalerkanal.
DeviceCommitTtxLicenseError,POS input kunne ikke aktiveres. Du har ikke mere nogen licens tilgængelig for POS transaktionskanal.
DeviceCommitCameraLicenseError,Kamera input kunne ikke aktiveres. Du har ikke mere nogen licens tilgængelig for kamerakanal.
DeviceCommitHdProCamLicenseError,Kamera input kunne ikke aktiveres. Din licens tillader ikke forbindelser til Avigilon High Definition Professional kamera.
DeviceCommitFailoverLicenseError,Standby-forbindelse kunne ikke aktiveres. Din licens tillader ikke denne funktion.
DeviceCommitResourceInUseError,Ikke tilstrækkelige ressourcer på enhed '%1%'.
ServerCommitResyncError,Ændringer kunne anvendes på server %1%, da serveren er blevet genstartet, efter at opsætningssiden er blevet åbnet. Luk opsætningssiden, og prøv igen.
ServerCommitAccessDeniedError,Ændringer kunne ikke anvendes, da de ikke er i synk. med server %1%. Luk opsætningssiden, og prøv igen.
ServerCommitNotLoggedInError,Ændringer kunne ikke anvendes, da denne client i øjeblikket ikke er logget ind på servere %1%.
ServerCommitGeneralError,Der opstod en fejl under forsøg på at anvende indstillinger på server %1%.
ServerRevertCommunicationError,Der opstod en kommunikationsfejl under forsøg på at gendanne indstillinger på server %1%.
ServerRevertResyncError,Ændringer kunne gendannes på server %1%, da serveren er blevet genstartet, efter at opsætningssiden er blevet åbnet. Luk opsætningssiden, og prøv igen.
ServerRevertAccessDeniedError,Ændringer kunne ikke gendannes, da de ikke er i synk. med server %1%. Luk opsætningssiden, og prøv igen.
ServerRevertNotLoggedInError,Ændringer kunne ikke gendannes, da denne client i øjeblikket ikke er logget ind på servere %1%.
ServerRevertGeneralError,Der opstod en fejl under forsøg på at gendanne indstillinger på server %1%.
ClientCommitGeneralError,Der opstod en fejl under forsøg på at anvende indstillinger på clienten.
ClientRevertGeneralError,Der opstod en fejl under forsøg på at gendanne indstillinger på clienten.
TypesSystemIllegalValidatationError,Ulovlig godkendelse for element '%1%' af type %2%
TypesSystemValidateTypeMismatch,Element '%1%' af type %2% matcher med forventet type af %3%
TypesSystemBoolValidationFixedVal,Bool-element '%1%' forventet fast værdi på %2%
TypesSystemStringValidationLength,Streng-element '%1%' overskrider maksimal længde på %2%
TypesSystemNumericValidationMin,%1%' værdi er mindre end minimal værdi på %2%
TypesSystemNumericValidationMax,%1%' værdi er større end maksimal værdi på %2%
TypesSystemNumericArrayValidationMinSize,Numerisk matrix '%1%' er mindre end minimal størrelse på %2%
TypesSystemNumericArrayValidationMaxSize,Numerisk matrix '%1%' er større end maksimal størrelse på %2%
TypesSystemStringArrayValidationMinSize,Streng matrix '%1%' er mindre end minimal størrelse på %2%
TypesSystemStringArrayValidationMaxSize,Streng matrix '%1%' er større end maksimal størrelse på %2%
TypesSystemEnumValidationValue,Fasttekst '%1%' værdi %2% er ikke en tilladt værdi
TypesSystemCompositeValidationSize,Sammensat element '%1%' indeholder ikke %2% medlemmer, som krævet
TypesSystemCompositeTypeMismatch,Sammensat element '%1%' indeholder en uoverensstemmelse mht. type i medlem %2%
IpValidateIllegalAddr,IP-adresse %1% er ulovlig.
IpValidateIllegalMask,IP-subnetmaske %1% er ulovlig.
IpValidateIllegalTtl,TTL værdi %1% er ulovlig.
IpValidateDifferentSubnet,Kamera bliver tildelt en IP-adresse og subnetmaske, der gør, at kameraet ikke mere vil være synligt. Er du sikker på, at du vil fortsætte?
IpValidateGatewayDifferentSubnet,Standard gateway er ikke på det samme netværksegment (subnet), som det, der er defineret af IP-adressen og subnetmasken.
IpValidateIpAlreadyTaken,IP-adresse '%1%' bruges allerede af en anden enhed på netværket.
IpValidateIllegalGateway,Gateway IP-adresse %1% er ugyldig.
IpValidateIllegalPort,Port %1% er ulovlig.
LogicalDeviceIdAlreadyTaken,Det logiske ID bruges allerede af en anden enhed.

RebootRequiredWarning,Du skal genstarte enheden for at anvende ændringerne.
RebootToApplyWarning,Enheden genstartes, så ændringerne træder i kraft. Vil du fortsætte?
RelinkRequiredWarning,Denne enhed er linket til en videoanalysekanal, der ikke er tilgængelig i øjeblikket. Enheden skal linkes igen, hvis du vil anvende nye indstillinger.

#################################################
# Directory Error Strings
#################################################

DirectoryErrorInvalidItem,Ugyldigt element sendt.
DirectoryErrorModifyOnly,Element kan ikke fjernes eller oprettes, kun ændres
DirectoryErrorItemCannotBeModified,Element kan ikke ændres
DirectoryErrorInternalServerError,Der er opstået intern serverfejl.
DirectoryErrorPermission,Bruger har ikke tilstrækkelige rettigheder til at ændre elementet.
DirectoryErrorDuplicate,Der findes duplikat element
DirectoryViewCloseByRequest,Visning lukket på brugers anmodning
DirectoryViewCloseSessionExpired,Visning lukke pga. udløb af session

#################################################
# User Service view request reject strings
#################################################

UserServiceUserAlreadyExists,Brugeren findes allerede.
UserServiceGroupAlreadyExists,Gruppen findes allerede.
UserServiceNoSuchUser,Brugeren eksisterer ikke.
UserServiceNoSuchGroup,Gruppen eksisterer ikke.
UserServiceFieldCannotBeChanged,Brugerfeltet kan ikke ændres.
UserServiceGroupFieldCannotBeChanged,Gruppefeltet kan ikke ændres.
UserServiceIndelibleUser,Bruger kan ikke slettes.
UserServiceIndelibleGroup,Gruppen kan ikke slettes.
UserServiceLdapCredentialsInvalid,Ugyldig Active Directory legitimationsoplysninger.
UserServiceLdapCredentialsAuthFailed,Active Directory brugergodkendelse mislykket.
UserServiceLdapCredentialsAuthFailedSyncInprogress,Kan ikke godkende Active Directory legitimationsoplysninger, mens synkronisering er i gang.
UserServiceLdapNotLicensed,Kan ikke behandle anmodningen, da sitet ikke har licens for synkronisering af Active Directory.
UserServiceCannotEscalateRank,Den specificerede rang er ugyldig.
UserServiceCannotGrantPrivileges,Du kan ikke tildele rettigheder, du ikke har.

#################################################
# Apply to Devices Strings
#################################################

ApplyToDevicesFormTitle,Anvend indstillinger på kameraer
ApplyToDevicesFormCaption,Vælg hvilke kameraer, du vil bruge indstillingerne på:
ApplyToDevicesNoDevicesAvailableError,Ingen kameraer er tilgængelige.\nIndstillinger kan kun anvendes på kameraer med samme modelnummer.
ApplyToDevicesNoDevicesSelectedError,Der skal vælges mindst ét kamera.
ApplyToDevicesSavingMsg,Gemmer indstillinger...
ApplyToDevicesLockFailedError,Disse indstillinger kunne ikke gemmes, da de bliver redigeret af en bruger på en anden computer.
ApplyToDevicesLoadingFailedError,Der opstod en kommunikationsfejl under forsøg på at gemme indstillingerne på serveren.
ApplyToDevicesCommitFailedError,Der opstod en fejl under forsøg på at gemme indstillingerne på serveren.
ApplyToDevicesSuccessMsg,Alle indstillinger er blevet gemt på kameraerne.

#################################################
# Client Setup Strings
#################################################

ClientName,Lokal client


#################################################
# General Setup Strings
#################################################

ClientSetupPageText,Generelt
ClientSetupGeneralLabel,Generelt:
ClientSetupAutoLoginLabel,Automatisk login på sites:
ClientSetupAutoLoginWindowsLabel,Ved brug af Windows brugergodkendelse
ClientSetupAutoLoginAvigilonLabel,Ved brug af gemt brugernavn og adgangskode:
ClientSetupAutoLoginAvigilonUserLabel,Brugernavn:
ClientSetupAutoLoginAvigilonPasswordLabel,Adgangskode:
ClientSetupSaveViewLayoutLabel,Gem/gendan vindueslayout
ClientSetupOpenFullScreen,Start automatisk fuld skærm
ClientSetupDisplayNotifications,Vis beskeder
ClientSetupGlobalSync,Synkroniser afspilning af videooptagelse
ClientSetupCycleIntervalLabel,Tid mellem cyklusser:
ClientSetupCycleIntervalSuffix,sekunder
ClientSetupBandwidthLabel,Maks. båndbredde for indkommende client:
ClientSetupBandwidthLAN,Ubegrænset
ClientSetupBandwidthOther,Andet
ClientSetupBandwidthOtherPostLabel,kbit/s
ClientSetupLocaleLabel,Sprog:
ClientSetupLocaleAuto,Windows standard
ClientSetupLocaleChangeWarning,Avigilon Control Center Client skal genstartes, før det nye sprog bliver gældende.
ClientSetupMissingUsername,Du skal angive et brugernavn, hvis du vælger at bruge gemte login-legitimationsoplysninger.
ClientSetupMicrophonePageText,Mikrofon
ClientSetupMicrophoneDuplexLabel,Client Duplex lydindstilling:
ClientSetupMicrophoneFullDuplexLabel,Fuld-duplex
ClientSetupMicrophoneHalfDuplexLabel,Halv-duplex

ClientSetupNetworkSettings,Site netværk

# NOTE: You can override a locale's default name by adding a string
# named LocaleName_xx, where xx is the language or locale tag
# (en, de, es, en_CA, etc)
# LocaleName_en,English
# LocaleName_en-CA,English (Canadian)

#################################################
# Image Panel Overlays
#################################################

DisplaySetupPageText,Display

#################################################
# Joystick Setup Strings
#################################################

AvigilonJoystickName,Avigilon USB Professional Joystick tastatur

InputSetupPageText,Joystick
InputSetupPageNameLabel,Joystick: %1%
InputSetupPageButtonLabel,Knap %1%
InputSetupPageMirrorLabel,Aktiverer venstre-hånds tilstand
InputSetupPageNoInputMessage,Ingen joysticks tilgængelige.
InputSetupPageScanNoInputFound,Ingen joysticks blev registreret.
InputSetupPageScanButtonLabel,Scan efter joysticks...
InputSetupPageInstallDriversMessage,Der skal installeres drivere for at dette joystick kan fungere korrekt.
InputSetupPageInstallDriversButtonLabel,Installer drivere
InputSetupPageDriverInstallWaitLabel,Installation af drivere...
InputSetupPageDriverInstallLaunchError,Der opstod en fejl under kørsel af driverinstaller.
InputSetupPageDriverInstallNotAdminError,Du skal være logget ind som administrator for at kunne installere joystick-drivere.
InputSetupPageDriverInstallError,Der opstod en fejl under kørsel af driverinstaller.

InputActionNone,Ingen
InputActionPlayPause,Optaget: Afspil/Pause
InputActionPlay,Afspil
InputActionPause,Pause
InputActionFwdOneFrame,Optaget: En ramme frem
InputActionBackOneFrame,Optaget: En ramme tilbage
InputActionFwdOneSecond,Optaget: Et sekund frem
InputActionBackOneSecond,Optaget: Et sekund tilbage
InputActionFwdFiveSeconds,Optaget: Fem sekunder frem
InputActionBackFiveSeconds,Optaget: Fem sekunder tilbage
InputActionNextWindow,Generelt: Vis næste vindue
InputActionPreviousWindow,Generelt: Vis forrige vindue
InputActionNextTab,Generelt: Vis næste visning
InputActionPreviousTab,Generelt: Vis forrige visning
InputActionNextView,Generelt: Vis næste billedpanel
InputActionPreviousView,Generelt: Vis forrige billedpanel
InputActionSnapshot,Generelt: Gem snapshot
InputActionToggleFullScreen,Generelt: Slå fuld skærm til/fra
InputActionLayout1,Layout 1
InputActionLayout2,Layout 2
InputActionLayout3,Layout 3
InputActionLayout4,Layout 4
InputActionLayout5,Layout 5
InputActionLayout6,Layout 6
InputActionLayout7,Layout 7
InputActionLayout8,Layout 8
InputActionLayout9,Layout 9
InputActionLayout10,Layout 0
InputActionLayoutNext,Layout: Næste type
InputActionLayoutPrevious,Layout: Forrige type
InputActionToggleListen,Generelt: Lyd/Mute
InputActionSpeak,Generelt: Push-to-talk
InputActionToggleManualRecording,Generelt: Start/stop manuel optagelse
InputActionPtzPresetGo,PTZ: Gå til forudindstilling %1%
InputActionPtzPatternRun,PTZ: Kør mønster %1%
InputActionPtzAuxRun,PTZ: Start Aux %1%
InputActionPtzAuxStop,PTZ: Stop Aux %1%
InputActionPtzOpenIris,PTZ: Åbn Iris
InputActionPtzCloseIris,PTZ: Luk Iris
InputActionPtzFocusNear,PTZ: Fokus tæt på
InputActionPtzFocusFar,PTZ: Fokus på afstand
InputActionPtzToggleMenu,PTZ: Slå menu til/fra
InputActionInstantReplay30,Afspil igen: 30 sekunder
InputActionInstantReplay60,Afspil igen: 60 sekunder
InputActionInstantReplay90,Afspil igen: 90 sekunder


#################################################
# Export Settings Setup Strings
#################################################
WebExportPanelTitle,Eksportér video
WebExportPanelInProgress,Igangværende eksport
WebExportPanelNotInProgress,Ingen igangværende eksport
WebExportPanelProgress,Status


#################################################
# Import Settings Setup Strings
#################################################


#################################################
# Device Recording Setup Strings
#################################################

DeviceRecordingSetupText,Manuel optagelse
DeviceRecordingManualTimeLabel,Varighed af manuel optagelse:
DeviceRecordingManualTimePostLabel,minutter
DeviceRecordingManualPreTimeLabel,Før-udløser for optagelsestid:
DeviceRecordingManualPreTimePostLabel,sekunder

#################################################
# Server Setup Strings
#################################################

SetupWindowServerVersionText,Serverversion:
SetupPageFormText,%1% - %2%
SetupPageLoadingText,Indlæser indstillinger...
SetupPageLoadingFailedText,Der opstod en kommunikationsfejl under indlæsning af indstillinger på serveren.
SetupPageLocksAcquired,Disse indstillinger kan ikke redigeres, da de bliver redigeret af en bruger på en anden computer.
SetupPageSavingText,Gemmer indstillinger...

#################################################
# Cluster Setup Strings
#################################################

ClusterGeneralSetupText,Sitenavn
ClusterSiteViewSetupText,Visningseditor for site

#################################################
# Site Upgrade Strings
#################################################
SiteUpgradeViewTitle,Opgradering af site
SiteUpgradeViewFileType,Avigilon-installationsprogrammer (*.exe, *.fp)|*.exe;*.fp

SiteUpgradeViewInstallerGroup,Upload installationsprogram
