#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Bezárás
DeviceConnectionUpdateConnectMessage,Kommunikációs hiba történt a kamerához történő csatlakozás során.
DeviceConnectionUpdateConnectIncompatible,Ez a kamera nem kompatibilis a kiszolgálóval.
DeviceConnectionUpdateConnectResourceInUse,Ezt a kamerát már egy másik kiszolgálóhoz csatlakoztatták.
DeviceConnectionUpdateConnectInsufficientResources,Ez a kiszolgáló nem rendelkezik több kamera csatlakoztatásához elegendő memóriával.
DeviceConnectionUpdateConnectAlreadyExists,Ezen az IP-címen már csatlakoztattak egy kamerát a kiszolgálóhoz.\nVálassza le a(z) %1% kamerát a kiszolgálóról, mielőtt ezt a kamerát csatlakoztatná.
DeviceConnectionUpdateConnectAlreadyExistsNoDevice,Ezen az IP-címen már csatlakoztattak egy kamerát a kiszolgálóhoz.
DeviceConnectionUpdateConnectDestinationUnreachable,Kommunikációs hiba történt a kamera csatlakoztatása során.\nLehet, hogy a kamera egy olyan hálózati szegmenshez (alhálózathoz) tartozó IP-címmel rendelkezik, amelyik nem érhető el a kiszolgáló számára.
DeviceConnectionUpdateConnectAccessDenied,A kamera csatlakoztatása sikerült. Lehet, hogy a kamera korábban definiált hozzáférési jogok miatt nem érhető el. 
DeviceConnectionUpdateDisconnectMessage,Kommunikációs hiba történt a kamera leválasztása során.
DeviceConnectionUpdateAddMessage,Kommunikációs hiba történt a kamera hozzáadása során.
DeviceConnectionUpdateAddNotFound,A kamera nem található.
DeviceConnectionUpdateAddDestinationUnreachable,Kommunikációs hiba történt a kamera hozzáadása során.\nLehet, hogy a kamera egy olyan hálózati szegmenshez (alhálózathoz) tartozó IP-címmel rendelkezik, amelyik nem érhető el a kiszolgáló számára.
DeviceConnectionUpdateAddIncompatible,Ez a kamera nem kompatibilis a kiszolgálóval.
DeviceConnectionUpdateModifyCredentialsMessage,Kommunikációs hiba történt a jelszó módosítása során.
DeviceConnectionUpdateChangeMessage,Kommunikációs hiba történt a beállítások kamerára történő mentése során.
DeviceConnectionUpdateChangeFailoverLevelMessage,Kommunikációs hiba történt a kamera feladatátvételi szintjének módosítása során.
DeviceConnectionUpdateChangeConnectionSecurityMessage,Kommunikációs hiba történt a kamera vezérlési módjának változtatása során.
DeviceConnectionUpdateAddMultiIncompatible,A talált kamerák egyike sem volt kompatibilis a kiszolgálóval.
DeviceConnectionUpdateAddMultiSomeIncompatible,A talált kamerák némelyike nem volt kompatibilis a kiszolgálóval.
DeviceConnectionUpdateAddMultiSomeAuthFailed,A talált kamerák némelyike esetében hibás volt a felhasználónév vagy a jelszó.
DeviceConnectionUpdateAddMultiNotFound,Nem található kamera az IP-tartományban.
DeviceConnectionGenericErrorMessage,Egy vagy több eszközben hiba történt. A további információkért lásd a részleteket.
DeviceConnectionNoServersAvailable,Nincs olyan kiszolgáló, amelyhez a kiválasztott eszközöket csatlakoztatni lehetne.
CancellingDeviceConnectionRequestMessage,Eszközcsatlakoztatási kérések törlése...
CancellingDeviceDisconnectRequestMessage,Eszközleválasztási kérések törlése...
CancellingDeviceChangeRequestMessage,Fennmaradó kérések törlése...

ConnectAdvancedTitle,Kamera keresése
ConnectFindTypeLabel,Keresés típusa:
ConnectFindTypeIpAddressLabel,IP-cím
ConnectFindTypeIpAddressRangeLabel,IP-címtartomány
ConnectIpAddressLabel,IP-cím/Gazdagépnév:
ConnectUriLabel,Adatfolyam URL-címe:
ConnectIpAddressStartLabel,Kezdő IP-cím:
ConnectIpAddressEndLabel,Befejező IP-cím:
ConnectPortLabel,Vezérlőport:
ConnectDeviceTypeLabel,Kamera típusa:
ConnectServerLabel,Keresés a kiszolgálóról:
ConnectInvalidAddressError,Meg kell adni egy érvényes IP-címet vagy gazdagépnevet.
ConnectInvalidUriError,Meg kell adni egy érvényes URI azonosítót.
ConnectInvalidIpAddressError,Meg kell adni egy érvényes IP-címet.
ConnectInvalidIpAddressRangeError,Meg kell adni egy érvényes IP-címtartományt.
ConnectInvalidServerError,Válasszon ki egy kiszolgálót, amelyikhez a kamerát csatlakoztathatja.
ConnectUsernameLabel,Felhasználónév:
ConnectPasswordLabel,Jelszó:

DeviceConnectionDiscoveryWaitOverlayText,Kamerák keresése...

#################################################
# Setup Strings
#################################################

SystemExplorerDeviceProperties,Beállítás
SystemExplorerDeviceInfo,Tulajdonságok...
ImageContextMenuCameraProperties,Kamera beállítása...
SetupWindowTitleText,Beállítás
CameraSetupNoSelectedDevice,Válasszon ki egy kamerát vagy kiszolgálót a beállításhoz.

SetupPanelNoSelection,Válasszon ki egy site-ot, kiszolgálót vagy kamerát a beállításhoz.
SetupPanelDeviceUpgrading,A kamera frissítés alatt áll...
SetupPanelMixedServerVersions,Bizonyos opciók le lesznek tiltva, amíg az összes kiszolgáló frissítése be nem fejeződik.

SetupPanelDefaultAnalyticChannelName,Csatorna

SetupCategoryClient,Ügyfél

SetupCategoryDeviceGeneral,Általános
SetupCategoryDeviceImages,Videó
SetupCategoryDeviceFeatures,Hivatkozások

SetupCategoryServerGeneral,Általános
SetupCategoryServerAdvanced,Speciális

SetupCategoryClusterGeneral,Általános

#################################################
# Controlset Result strings
#################################################

ServerCommitCommunicationError,Kommunikációs hiba történt a beállítások %1% kiszolgálóra történő alkalmazása során.
DeviceCommitCommunicationError,Kommunikációs hiba történt a beállítások %1% kamerára történő alkalmazása során.
DeviceCommitLicenseViolationError,Ehhez a funkcióhoz nem található licenc.
DeviceCommitLicenseError,Nem sikerült a mikrofonbemenet engedélyezése. Nincs több elérhető Mikrofoncsatorna-licenc.
DeviceCommitSpeakerLicenseError,Nem sikerült a hangszóróbemenet engedélyezése. Nem rendelkezik több elérhető Hangszórócsatorna-licenccel.
DeviceCommitTtxLicenseError,Nem sikerült a POS-bemenet engedélyezése. Nem rendelkezik több elérhető POS-tranzakciós csatornalicenccel.
DeviceCommitCameraLicenseError,Nem sikerült a kamerabemenet engedélyezése. Nem rendelkezik több elérhető Kameracsatorna-licenccel.
DeviceCommitHdProCamLicenseError,Nem sikerült a kamerabemenet engedélyezése. Az Ön licenckiadása nem engedélyezi az Avigilon nagy felbontású professzionális (HDP) kameráinak csatlakoztatását.
DeviceCommitFailoverLicenseError,Nem sikerült a készenléti kapcsolat engedélyezése. Az Ön licenckiadása nem engedélyezi ezt a funkciót.
DeviceCommitResourceInUseError,A(z) '%1%' eszközön nincs elég erőforrás.
ServerCommitResyncError,A(z) %1% kiszolgálóhoz nem alkalmazhatók a módosítások, mivel újraindították a beállítási oldal megnyitása óta. Zárja be a beállítási oldalt, és próbálja meg újra.
ServerCommitAccessDeniedError,A módosítások nem alkalmazhatók, mivel nincsenek szinkronizálva a(z) %1% kiszolgálóval. Zárja be a beállítási oldalt, és próbálja meg újra.
ServerCommitNotLoggedInError,A módosítások nem alkalmazhatók, mivel ez a kliens jelenleg nincs bejelentkezve a(z) %1% kiszolgálóra.
ServerCommitGeneralError,Hiba történt a beállítások %1% kiszolgálóra történő alkalmazása során.
ServerRevertCommunicationError,Kommunikációs hiba történt a beállítások %1% kiszolgálón történő visszaállítása során.
ServerRevertResyncError,A(z) %1% kiszolgálón nem állíthatók vissza a módosítások, mivel újraindították a beállítási oldal megnyitása óta. Zárja be a beállítási oldalt, és próbálja meg újra.
ServerRevertAccessDeniedError,A módosítások nem állíthatók vissza, mivel nincsenek szinkronizálva a(z) %1% kiszolgálóval. Zárja be a beállítási oldalt, és próbálja meg újra.
ServerRevertNotLoggedInError,A módosítások nem állíthatók vissza, mivel ez a kliens jelenleg nincs bejelentkezve a(z) %1% kiszolgálóra.
ServerRevertGeneralError,Hiba történt a beállítások %1% kiszolgálón történő visszaállítása során.
ClientCommitGeneralError,Hiba történt a beállítások kliensre történő alkalmazása során.
ClientRevertGeneralError,Hiba történt a beállítások kliensen történő visszaállítása során.
TypesSystemIllegalValidatationError,Nem megfelelő a(z) %2% típusú '%1%' elem érvényesítése
TypesSystemValidateTypeMismatch,A(z) %2% típusú '%1%' elem megegyezik az elvárt %3% típussal
TypesSystemBoolValidationFixedVal,A(z) '%1%' logikai elem várt rögzített %2% értéke
TypesSystemStringValidationLength,A(z) '%1%' karakterlánc típusú elem hossza meghaladja a(z) %2% maximális értéket
TypesSystemNumericValidationMin,A(z) '%1%' érték kisebb, mint a(z) %2% minimális érték
TypesSystemNumericValidationMax,A(z) '%1%' érték nagyobb, mint a(z) %2% maximális érték
TypesSystemNumericArrayValidationMinSize,A(z) '%1%' numerikus tömb kisebb, mint a(z) %2% minimális méret
TypesSystemNumericArrayValidationMaxSize,A(z) '%1%' numerikus tömb nagyobb, mint a(z) %2% maximális méret
TypesSystemStringArrayValidationMinSize,A(z) '%1%' karakterlánc típusú tömb kisebb, mint a(z) %2% minimális méret
TypesSystemStringArrayValidationMaxSize,A(z) '%1%' karakterlánc típusú tömb nagyobb, mint a(z) %2% maximális méret
TypesSystemEnumValidationValue,A(z) '%1%' felsorolás %2% értéke nem érvényes érték
TypesSystemCompositeValidationSize,A(z) '%1%' összetett elem nem tartalmazza a szükséges %2% tagot
TypesSystemCompositeTypeMismatch,A(z) '%1%' összetett elem %2% tagja eltérő típust tartalmaz
IpValidateIllegalAddr,A(z) %1% IP-cím érvénytelen.
IpValidateIllegalMask,A(z) %1% IP-alhálózati maszk érvénytelen.
IpValidateIllegalTtl,A(z) %1% TTL-érték érvénytelen.
IpValidateDifferentSubnet,Olyan IP-címhez és alhálózati maszkhoz készül hozzárendelni a kamerát, amely láthatatlanná teszi a kamerát. Biztosan folytatja?
IpValidateGatewayDifferentSubnet,Az alapértelmezett átjáró nem az IP-cím és alhálózati maszk által meghatározott hálózati szegmensen (alhálózaton) van.
IpValidateIpAlreadyTaken,A(z) '%1%' IP-címet már egy másik eszköz használja a hálózaton.
IpValidateIllegalGateway,Az átjáró '%1%' IP-címe érvénytelen.
IpValidateIllegalPort,A(z) %1% port érvénytelen.
LogicalDeviceIdAlreadyTaken,A logikai azonosítót már egy másik eszköz használja.

RebootRequiredWarning,A módosítások alkalmazásához újra kell indítania az eszközt.
RebootToApplyWarning,Az eszköz újra fog indulni a módosítások alkalmazásához. Folytatja?
RelinkRequiredWarning,Ez az eszköz olyan videó analitika csatornához kapcsolódik, amely jelenleg nem érhető el.  Az új beállítások alkalmazásához újra hozzá kell kapcsolnia az eszközt.

#################################################
# Directory Error Strings
#################################################

DirectoryErrorInvalidItem,Az elküldött elem érvénytelen.
DirectoryErrorModifyOnly,Az elemet nem lehet eltávolítani vagy létrehozni, csak módosítani
DirectoryErrorItemCannotBeModified,Az elemet nem lehet módosítani
DirectoryErrorInternalServerError,Belső kiszolgálóhiba történt.
DirectoryErrorPermission,A felhasználó nem rendelkezik megfelelő jogosultságokkal az elem módosításához.
DirectoryErrorDuplicate,Ismétlődő elem létezik
DirectoryViewCloseByRequest,A nézetet a felhasználó kérésére bezártuk
DirectoryViewCloseSessionExpired,A nézetet a munkamenet lejárata miatt bezártuk

#################################################
# User Service view request reject strings
#################################################

UserServiceUserAlreadyExists,A felhasználó már létezik.
UserServiceGroupAlreadyExists,A csoport már létezik.
UserServiceNoSuchUser,A felhasználó nem létezik.
UserServiceNoSuchGroup,A csoport nem létezik.
UserServiceFieldCannotBeChanged,A Felhasználó mező nem módosítható.
UserServiceGroupFieldCannotBeChanged,A Csoport mező nem módosítható.
UserServiceIndelibleUser,A felhasználó nem törölhető.
UserServiceIndelibleGroup,A csoport nem törölhető.
UserServiceLdapCredentialsInvalid,Az Active Directory hitelesítő adatai érvénytelenek.
UserServiceLdapCredentialsAuthFailed,Az Active Directory hitelesítése sikertelen.
UserServiceLdapCredentialsAuthFailedSyncInprogress,Az Active Directory hitelesítő adatai nem engedélyezhetők, amíg a szinkronizálás folyamatban van.
UserServiceLdapNotLicensed,A kérés nem dolgozható fel, mert a site nem rendelkezik licenccel az Active Directory szinkronizálására.
UserServiceCannotEscalateRank,Nem adhat a sajátjánál magasabb rangot a csoportnak.
UserServiceCannotGrantPrivileges,Nem biztosíthat olyan jogosultságokat, amelyekkel nem rendelkezik.

#################################################
# Apply to Devices Strings
#################################################

ApplyToDevicesFormTitle,A beállítások alkalmazása a kamerákhoz
ApplyToDevicesFormCaption,Válassza ki, hogy mely kamerákhoz szeretné alkalmazni a beállításokat:
ApplyToDevicesNoDevicesAvailableError,Nincs elérhető kamera.\nA beállítások csak ugyanolyan típusszámú kamerákhoz alkalmazhatók.
ApplyToDevicesNoDevicesSelectedError,Legalább egy kamerát ki kell választani.
ApplyToDevicesSavingMsg,Beállítások mentése...
ApplyToDevicesLockFailedError,A beállításokat nem lehet elmenteni, mert egy másik felhasználó szerkeszti őket egy másik számítógépen.
ApplyToDevicesLoadingFailedError,Kommunikációs hiba történt a beállítások kiszolgálóra történő mentése során.
ApplyToDevicesCommitFailedError,Hiba történt a beállítások kiszolgálóra történő mentése során.
ApplyToDevicesSuccessMsg,Sikerült az összes beállítás mentése a kamerákra.

#################################################
# Client Setup Strings
#################################################

ClientName,Helyi kliens


#################################################
# General Setup Strings
#################################################

ClientSetupPageText,Általános
ClientSetupGeneralLabel,Általános:
ClientSetupAutoLoginLabel,Automatikus bejelentkezés a következő site-okra:
ClientSetupAutoLoginWindowsLabel,Windows-hitelesítés használata
ClientSetupAutoLoginAvigilonLabel,Elmentett felhasználónév és jelszó használata:
ClientSetupAutoLoginAvigilonUserLabel,Felhasználónév:
ClientSetupAutoLoginAvigilonPasswordLabel,Jelszó:
ClientSetupSaveViewLayoutLabel,Ablakelrendezés mentése/visszaállítása
ClientSetupOpenFullScreen,Teljes képernyős mód automatikus indítása
ClientSetupDisplayNotifications,Értesítések megjelenítése
ClientSetupGlobalSync,Rögzített videó lejátszásának szinkronizálása
ClientSetupCycleIntervalLabel,Ciklus megtartási ideje:
ClientSetupCycleIntervalSuffix,másodperc
ClientSetupBandwidthLabel,Ügyfél maximális bejövő sávszélessége:
ClientSetupBandwidthLAN,Korlátlan
ClientSetupBandwidthOther,Egyéb:
ClientSetupBandwidthOtherPostLabel,kbit/s
ClientSetupLocaleLabel,Nyelv:
ClientSetupLocaleAuto,Windows-alapértelmezés
ClientSetupLocaleChangeWarning,Az új nyelv érvénybe lépése előtt újra kell indítania az Avigilon Control Center Client alkalmazást.
ClientSetupMissingUsername,Ha az elmentett bejelentkezési hitelesítő adatok használatát választja, meg kell adnia egy felhasználónevet.
ClientSetupMicrophonePageText,Mikrofon
ClientSetupMicrophoneDuplexLabel,Ügyfél kétirányú hang beállítása:
ClientSetupMicrophoneFullDuplexLabel,Kétirányú hang
ClientSetupMicrophoneHalfDuplexLabel,Fél kétirányú hang

ClientSetupNetworkSettings,Site hálózatkezelése

# NOTE: You can override a locale's default name by adding a string
# named LocaleName_xx, where xx is the language or locale tag
# (en, de, es, en_CA, etc)
# LocaleName_en,English
# LocaleName_en-CA,English (Canadian)

#################################################
# Image Panel Overlays
#################################################

DisplaySetupPageText,Kijelző

#################################################
# Joystick Setup Strings
#################################################

AvigilonJoystickName,Avigilon USB professzionális botkormány-billentyűzet

InputSetupPageText,Botkormány
InputSetupPageNameLabel,Botkormány: %1%
InputSetupPageButtonLabel,A(z) %1% gomb
InputSetupPageMirrorLabel,Balkezes mód engedélyezése
InputSetupPageNoInputMessage,Nincs elérhető botkormány.
InputSetupPageScanNoInputFound,Nincs észlelhető botkormány.
InputSetupPageScanButtonLabel,Botkormányok keresése...
InputSetupPageInstallDriversMessage,A botkormány megfelelő működéséhez illesztőprogramokat kell telepíteni.
InputSetupPageInstallDriversButtonLabel,Illesztőprogramok telepítése
InputSetupPageDriverInstallWaitLabel,Illesztőprogramok telepítése...
InputSetupPageDriverInstallLaunchError,Hiba történt az illesztőprogram-telepítő futtatása során.
InputSetupPageDriverInstallNotAdminError,A botkormány-illesztőprogramok telepítéséhez rendszergazdaként kell bejelentkeznie.
InputSetupPageDriverInstallError,Hiba történt az illesztőprogram-telepítő futtatása során.

InputActionNone,Nincs
InputActionPlayPause,Rögzítve: Lejátszás/Szünet
InputActionPlay,Lejátszás
InputActionPause,Szünet
InputActionFwdOneFrame,Rögzítve: Egy képkockával előre
InputActionBackOneFrame,Rögzítve: Egy képkockával vissza
InputActionFwdOneSecond,Rögzítve: Egy másodperccel előre
InputActionBackOneSecond,Rögzítve: Egy másodperccel vissza
InputActionFwdFiveSeconds,Rögzítve: Öt másodperccel előre
InputActionBackFiveSeconds,Rögzítve: Öt másodperccel vissza
InputActionNextWindow,Általános: Következő ablak megjelenítése
InputActionPreviousWindow,Általános: Előző ablak megjelenítése
