#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Lukk
DeviceConnectionNoServersAvailable,Det er ingen tilgjengelige servere som de valgte enhetene kan koble til.
CancellingDeviceConnectionRequestMessage,Avbryter forespørsler om enhetstilkobling...
CancellingDeviceDisconnectRequestMessage,Avbryter forespørsler om enhetsfrakobling...
CancellingDeviceChangeRequestMessage,Avbryter gjenværende forespørsler…

ConnectAdvancedTitle,Finn kamera
ConnectFindTypeLabel,Søketype:
ConnectFindTypeIpAddressLabel,IP-adresse
ConnectFindTypeIpAddressRangeLabel,IP-adresseområde
ConnectIpAddressLabel,IP-adresse/vertsnavn:
ConnectUriLabel,Strømme-URL:
ConnectIpAddressStartLabel,Start-IP-adresse:
ConnectIpAddressEndLabel,Slutt-IP-adresse:
ConnectPortLabel,Kontrollport:
ConnectDeviceTypeLabel,Kameratype:
ConnectServerLabel,Søk fra server:
ConnectInvalidAddressError,En gyldig IP-adresse eller vertsnavn må oppgis.
ConnectInvalidUriError,En gyldig URI må oppgis.
ConnectInvalidIpAddressError,En gyldig IP-adresse må oppgis.
ConnectInvalidIpAddressRangeError,Et gyldig IP-adresseområde må angis.
ConnectInvalidServerError,Velg en server som kameraet skal kobles til.
ConnectUsernameLabel,Brukernavn:
ConnectPasswordLabel,Passord:

DeviceConnectionDiscoveryWaitOverlayText,Søker etter kameraer …

#################################################
# Setup Strings
#################################################

SystemExplorerDeviceProperties,Oppsett
SystemExplorerDeviceInfo,Egenskaper...
ImageContextMenuCameraProperties,Kameraoppsett...
SetupWindowTitleText,Oppsett
CameraSetupNoSelectedDevice,Velg kamera eller server som skal settes opp.

SetupPanelNoSelection,Velg sted, server eller kamera som skal settes opp.
SetupPanelDeviceUpgrading,Kameraet oppgraderes...
SetupPanelMixedServerVersions,Noen alternativer vil være deaktivert til alle serverne er oppgradert.

SetupPanelDefaultAnalyticChannelName,Kanal

SetupCategoryClient,Klient

SetupCategoryDeviceGeneral,Generelt
SetupCategoryDeviceImages,Video
SetupCategoryDeviceFeatures,Koblinger

SetupCategoryServerGeneral,Generelt
SetupCategoryServerAdvanced,Avansert

SetupCategoryClusterGeneral,Generelt

#################################################
# Controlset Result strings
#################################################

ServerCommitCommunicationError,Det oppstod en kommunikasjonsfeil under forsøk på bruke innstillinger på server %1%.
DeviceCommitCommunicationError,Det oppstod en kommunikasjonsfeil under forsøk på bruke innstillinger på kamera %1%.
DeviceCommitLicenseViolationError,Fant ingen lisens for denne funksjonen.
DeviceCommitLicenseError,Kunne ikke aktivere mikrofoninngang. Det er ingen flere Mikrofonkanal-lisenser tilgjengelig.
DeviceCommitSpeakerLicenseError,Kunne ikke aktivere høyttalerinngang. Du har ingen flere Høyttalerkanal-lisenser tilgjengelig.
DeviceCommitTtxLicenseError,Kunne ikke aktivere POS-inngang. Du har ingen flere POS-transaksjonskanal-lisenser tilgjengelig.
DeviceCommitCameraLicenseError,Kunne ikke aktivere kamerainngang. Du har ingen flere Kamerakanal-lisenser tilgjengelig.
DeviceCommitHdProCamLicenseError,Kunne ikke aktivere kamerainngang. Din lisensversjon tillater ikke Avigilon High Definition Professional-kameratilkoblinger.
DeviceCommitFailoverLicenseError,Kunne ikke aktivere en ventetilkobling. Din lisensversjon tillater ikke denne funksjonen.
DeviceCommitResourceInUseError,Ikke nok ressurser på enhet "%1%".
ServerCommitResyncError,Endringer kunne ikke tas i bruk på server %1% fordi serveren har blitt omstartet etter at oppsettsiden ble åpnet. Lukk oppsettsiden og prøv igjen.
ServerCommitAccessDeniedError,Endringer kunne ikke tas i bruk fordi de ikke er synkronisert med server %1%. Lukk oppsettsiden og prøv igjen.
ServerCommitNotLoggedInError,Endringer kunne ikke tas i bruk fordi denne klienten for øyeblikket ikke er logget på server %1%.
ServerCommitGeneralError,Det oppstod en feil under forsøk på å ta i bruk innstillinger på server %1%.
ServerRevertCommunicationError,Det oppstod en kommunikasjonsfeil ved forsøk på å reversere innstillinger på server %1%.
ServerRevertResyncError,Endringer kunne ikke reverseres på server %1% fordi serveren har blitt omstartet etter at oppsettsiden ble åpnet. Lukk oppsettsiden og prøv igjen.
ServerRevertAccessDeniedError,Endringer kunne ikke reverseres fordi de ikke er synkronisert med server %1%. Lukk oppsettsiden og prøv igjen.
ServerRevertNotLoggedInError,Endringer kunne ikke reverseres fordi denne klienten for øyeblikket ikke er logget på server %1%.
ServerRevertGeneralError,Det oppstod en feil ved forsøk på å reversere innstillinger på server %1%.
ClientCommitGeneralError,Det oppstod en feil under forsøk på å ta i bruk innstillinger på klienten.
ClientRevertGeneralError,Det oppstod en feil ved forsøk på å reversere innstillinger på klienten.
TypesSystemIllegalValidatationError,Ulovlig validering for element "%1%" av typen %2%
TypesSystemValidateTypeMismatch,Element "%1%" av typen %2% samsvarer ikke med forventet type %3%
TypesSystemBoolValidationFixedVal,Bool-element "%1%" forventet den faste verdien %2%
TypesSystemStringValidationLength,Strengelement "%1%" overskrider maksimumslengden på %2%
TypesSystemNumericValidationMin,"%1%"-verdien er mindre en minimumsverdien på %2%
TypesSystemNumericValidationMax,"%1%"-verdien er større en maksimumsverdien på %2%
TypesSystemNumericArrayValidationMinSize,Numerisk array "%1%" er mindre enn minimumsstørrelsen på %2%
TypesSystemNumericArrayValidationMaxSize,Numerisk array "%1%" er større enn maksimumsstørrelsen på %2%
TypesSystemStringArrayValidationMinSize,Strengarray "%1%" er mindre enn minimumsstørrelsen på %2%
TypesSystemStringArrayValidationMaxSize,Strengarray "%1%" er større enn maksimumsstørrelsen på %2%
TypesSystemEnumValidationValue,Enum "%1%"-verdi %2% er ikke en gyldig verdi
TypesSystemCompositeValidationSize,Komposittelement "%1%" inneholder ikke %2% medlemmer slik det kreves
TypesSystemCompositeTypeMismatch,Komposittelement "%1%" inneholder ikke-samsvarende type i medlem %2%
IpValidateIllegalAddr,IP-adressen %1% er ugyldig.
IpValidateIllegalMask,IP-nettverksmasken %1% er ugyldig.
IpValidateIllegalTtl,TTL-verdien %1% er ugyldig.
IpValidateDifferentSubnet,Kameraet blir tildelt en IP-adresse og en nettverksmaske som vil gjøre at kameraet ikke lenger er synlig. Er du sikker på at du vil fortsette?
IpValidateGatewayDifferentSubnet,Standard gateway er ikke i samme nettverkssegment (delnett) som er definert av IP-adressen og nettverksmasken.
IpValidateIpAlreadyTaken,IP-adressen "%1%" brukes allerede av en annen enhet i nettverket.
IpValidateIllegalGateway,Gateway-IP-adressen "%1%" er ugyldig.
IpValidateIllegalPort,Port %1% er ikke gyldig.
LogicalDeviceIdAlreadyTaken,Den logiske IDen brukes allerede av en annen enhet.

RebootRequiredWarning,Du må omstarte enheten for å ta i bruk endringene.
RebootToApplyWarning,Enheten vil bli omstartet for å ta i bruk endringer. Fortsette?
RelinkRequiredWarning,Denne enheten er koblet til en videoanalysekanal som er utilgjengelig i øyeblikket. Enheten må kobles til på nytt for å ta i bruk nye innstillinger.

#################################################
# Directory Error Strings
#################################################

DirectoryErrorInvalidItem,Ugyldig element sendt.
DirectoryErrorModifyOnly,Elementet kan ikke fjernes eller opprettes, bare endres
DirectoryErrorItemCannotBeModified,Elementet kan ikke endres
DirectoryErrorInternalServerError,Det oppstod en intern serverfeil.
DirectoryErrorPermission,Bruker har ikke tilstrekkelige tillatelser til å endre elementet.
DirectoryErrorDuplicate,Duplikatelement finnes
DirectoryViewCloseByRequest,Visning lukket etter anmodning fra bruker
DirectoryViewCloseSessionExpired,Visning lukket fordi sesjonen utløp

#################################################
# User Service view request reject strings
#################################################

UserServiceUserAlreadyExists,Brukeren finnes allerede.
UserServiceGroupAlreadyExists,Gruppen finnes allerede.
UserServiceNoSuchUser,Brukeren finnes ikke.
UserServiceNoSuchGroup,Gruppen finnes ikke.
UserServiceFieldCannotBeChanged,Brukerfeltet kan ikke endres.
UserServiceGroupFieldCannotBeChanged,Gruppefeltet kan ikke endres.
UserServiceIndelibleUser,Bruker kan ikke slettes.
UserServiceIndelibleGroup,Gruppe kan ikke slettes.
UserServiceLdapCredentialsInvalid,Ugylig Active Directory-legitimasjon.
UserServiceLdapCredentialsAuthFailed,Active Directory-godkjenning mislyktes.
UserServiceLdapCredentialsAuthFailedSyncInprogress,Kan ikke godkjenne Active Directory-legitimasjon mens synkronisering pågår.
UserServiceLdapNotLicensed,Kan ikke behandle forespørselen fordi stedet ikke er lisensiert for Active Directory-synkronisering.
UserServiceCannotEscalateRank,Det angitte nivået er ugyldig.
UserServiceCannotGrantPrivileges,Du kan ikke gi rettigheter som du ikke har.

#################################################
# Apply to Devices Strings
#################################################

ApplyToDevicesFormTitle,Ta i bruk innstillinger på kameraer
ApplyToDevicesFormCaption,Velg hvilke kameraer du vil ta i bruk innstillingene på:
ApplyToDevicesNoDevicesAvailableError,Ingen tilgjengelige kameraer.\nInnstillinger kan bare brukes på kameraer med samme modellnummer.
ApplyToDevicesNoDevicesSelectedError,Minst ett kamera må velges.
ApplyToDevicesSavingMsg,Lagrer innstillinger...
ApplyToDevicesLockFailedError,Disse innstillingene kunne ikke lagres fordi de redigeres av en bruker på en annen datamaskin.
ApplyToDevicesLoadingFailedError,Det oppstod en kommunikasjonsfeil under lagring av innstillingene på serveren.
ApplyToDevicesCommitFailedError,Det oppstod en feil under lagring av innstillingene på serveren.
ApplyToDevicesSuccessMsg,Alle innstillinger ble vellykket lagret på kameraene.

#################################################
# Client Setup Strings
#################################################

ClientName,Lokal klient


#################################################
# General Setup Strings
#################################################

ClientSetupPageText,Generelt
ClientSetupGeneralLabel,Generelt:
ClientSetupAutoLoginLabel,Logg på steder automatisk:
ClientSetupAutoLoginWindowsLabel,Bruker Windows-godkjenning
ClientSetupAutoLoginAvigilonLabel,Bruker lagret brukernavn og passord:
ClientSetupAutoLoginAvigilonUserLabel,Brukernavn:
ClientSetupAutoLoginAvigilonPasswordLabel,Passord:
ClientSetupSaveViewLayoutLabel,Lagre/gjenopprett vindusoppsett
ClientSetupOpenFullScreen,Start fullskjerm automatisk
ClientSetupDisplayNotifications,Vis varsler
ClientSetupGlobalSync,Synkroniser avspilling av videoopptak
ClientSetupCycleIntervalLabel,Sykluspausetid:
ClientSetupCycleIntervalSuffix,sekunder
ClientSetupBandwidthLabel,Maksimal innkommende klientbåndbredde:
ClientSetupBandwidthLAN,Ubegrenset
ClientSetupBandwidthOther,Annet:
ClientSetupBandwidthOtherPostLabel,kbit/s
ClientSetupLocaleLabel,Språk:
ClientSetupLocaleAuto,Windows-standard
ClientSetupLocaleChangeWarning,Du må omstarte Avigilon Control Center Client før det nye språket trer i kraft.
ClientSetupMissingUsername,Du må angi et brukernavn hvis du velger å lagre påloggingslegitimasjon.
ClientSetupMicrophonePageText,Mikrofon
ClientSetupMicrophoneDuplexLabel,Dupleks-lydinnstilling for klient:
ClientSetupMicrophoneFullDuplexLabel,Full dupleks
ClientSetupMicrophoneHalfDuplexLabel,Halv dupleks

ClientSetupNetworkSettings,Stedsnettverk

# NOTE: You can override a locale's default name by adding a string
# named LocaleName_xx, where xx is the language or locale tag
# (en, de, es, en_CA, etc)
# LocaleName_en,English
# LocaleName_en-CA,English (Canadian)

#################################################
# Image Panel Overlays
#################################################

DisplaySetupPageText,Skjerm

#################################################
# Joystick Setup Strings
#################################################

AvigilonJoystickName,Avigilon profesjonelt USB-tastatur med styrespak

InputSetupPageText,Styrespak
InputSetupPageNameLabel,Styrespak: %1%
InputSetupPageButtonLabel,Knapp %1%
InputSetupPageMirrorLabel,Aktiver venstrehåndsmodus
InputSetupPageNoInputMessage,Ingen tilgjengelige styrespaker.
InputSetupPageScanNoInputFound,Ingen styrespaker ble oppdaget.
InputSetupPageScanButtonLabel,Søk etter styrespaker...
InputSetupPageInstallDriversMessage,Drivere må installeres for at denne styrespaken skal fungere riktig.
InputSetupPageInstallDriversButtonLabel,Installer drivere
InputSetupPageDriverInstallWaitLabel,Installerer drivere...
InputSetupPageDriverInstallLaunchError,Det oppstod en feil under kjøring av installeringsprogrammet for driveren.
InputSetupPageDriverInstallNotAdminError,Du må være logget på som administrator for å installere styrespakdrivere.
InputSetupPageDriverInstallError,Det oppstod en feil under kjøring av installeringsprogrammet for driveren.

InputActionNone,Ingen
InputActionPlayPause,Opptak: Spill av / pause
InputActionPlay,Spill av
InputActionPause,Pause
InputActionFwdOneFrame,Opptak: Fremover én ramme
InputActionBackOneFrame,Opptak: Bakover én ramme
InputActionFwdOneSecond,Opptak: Fremover ett sekund
InputActionBackOneSecond,Opptak: Bakover ett sekund
InputActionFwdFiveSeconds,Opptak: Fremover fem sekunder
InputActionBackFiveSeconds,Opptak: Bakover fem sekunder
InputActionNextWindow,Generelt: Vis neste vindu
InputActionPreviousWindow,Generelt: Vis forrige vindu
InputActionNextTab,Generelt: Vis neste visning
InputActionPreviousTab,Generelt: Vis forrige visning
InputActionNextView,Generelt: Vis neste bildepanel
InputActionPreviousView,Generelt: Vis forrige bildepanel
InputActionSnapshot,Generelt: Lagre øyeblikksbilde
InputActionToggleFullScreen,Generelt: Fullskjerm på/av
InputActionLayout1,Oppsett 1
InputActionLayout2,Oppsett 2
InputActionLayout3,Oppsett 3
InputActionLayout4,Oppsett 4
InputActionLayout5,Oppsett 5
InputActionLayout6,Oppsett 6
InputActionLayout7,Oppsett 7
InputActionLayout8,Oppsett 8
InputActionLayout9,Oppsett 9
InputActionLayout10,Oppsett 0
InputActionLayoutNext,Oppsett: Neste type
InputActionLayoutPrevious,Oppsett: Forrige type
InputActionToggleListen,Generelt: Lytt/demp
InputActionSpeak,Generelt: Trykk for å snakke
InputActionToggleManualRecording,Generelt: Start/stopp manuelt opptak
InputActionPtzPresetGo,PTZ: Gå til forhåndsinnstilling %1%
InputActionPtzPatternRun,PTZ: Kjør mønster %1%
InputActionPtzAuxRun,PTZ: Start Aux %1%
InputActionPtzAuxStop,PTZ: Stopp Aux %1%
InputActionPtzOpenIris,PTZ: Åpne Iris
InputActionPtzCloseIris,PTZ: Lukk Iris
InputActionPtzFocusNear,PTZ: Fokuser nært
InputActionPtzFocusFar,PTZ: Fokuser langt
InputActionPtzToggleMenu,PTZ: Meny av/på
InputActionInstantReplay30,Spill av på nytt: 30 sekunder
InputActionInstantReplay60,Spill av på nytt: 60 sekunder
InputActionInstantReplay90,Spill av på nytt: 90 sekunder


#################################################
# Export Settings Setup Strings
#################################################
WebExportPanelTitle,Eksporter video
WebExportPanelInProgress,Eksport pågår
WebExportPanelNotInProgress,Ingen eksport pågår
WebExportPanelProgress,Fremdrift


#################################################
# Import Settings Setup Strings
#################################################


#################################################
# Device Recording Setup Strings
#################################################

DeviceRecordingSetupText,Manuelt opptak
DeviceRecordingManualTimeLabel,Varighet på manuelt opptak:
DeviceRecordingManualTimePostLabel,minutter
DeviceRecordingManualPreTimeLabel,Før-utløst opptakstid:
DeviceRecordingManualPreTimePostLabel,sekunder

#################################################
# Server Setup Strings
#################################################

SetupWindowServerVersionText,Serverversjon:
SetupPageFormText,%1% - %2%
SetupPageLoadingText,Laster innstillinger...
SetupPageLoadingFailedText,Det oppstod en kommunikasjonsfeil under lasting av innstillinger fra serveren.
SetupPageLocksAcquired,Disse innstillingene kan ikke redigeres fordi de redigeres av en bruker på en annen datamaskin.
SetupPageSavingText,Lagrer innstillinger...

#################################################
# Cluster Setup Strings
#################################################

ClusterGeneralSetupText,Stedsnavn
ClusterSiteViewSetupText,Redigering av stedsvisning

#################################################
# Site Upgrade Strings
#################################################
SiteUpgradeViewTitle,Stedsoppgradering
SiteUpgradeViewFileType,Avigilon-installerere (*.exe, *.fp)|*.exe;*.fp

SiteUpgradeViewInstallerGroup,Last opp installerer
SiteUpgradeViewUploadInstallerButton,Last opp
SiteUpgradeViewRemoveButton,Fjern
SiteUpgradeViewCancelUploadButton,Avbryt

SiteUpgradeViewStatusUploadingFile,Laster opp %1%
SiteUpgradeViewStatusUploadingMBytes,%1% MB av %2% MB.
SiteUpgradeViewStatusPreparing,Forbereder opplasting av installerer...
SiteUpgradeViewStatusUpdatingInstallerStatus,Oppdaterer installererstatus.
SiteUpgradeViewStatusDistributing,Distribuerer installerer til %1% servere.
SiteUpgradeViewStatusDistributingSingular,Distribuerer installerer til %1% server.
SiteUpgradeViewStatusUpgradeAvailable,Oppgrader servere til versjon %1%.
SiteUpgradeViewStatusInstallerButNoUpgrade,Det finnes en installerer, men det er ingen servere som må oppgraderes.
SiteUpgradeViewStatusNoInstaller,Det er ingen installerer. 
SiteUpgradeViewStatusUploadFailed,Opplasting av installerer mislyktes.
SiteUpgradeViewStatusDistributionFailed,Installerer kunne ikke distribueres til alle servere.

SiteUpgradeViewCancelWarning,Avbryte opplastingen?
SiteUpgradeViewRemoveWarning,Fjerne installereren?
